challenge_ID,programming_language,challenge_series_ID,total_submissions,publish_date,author_ID,author_gender,author_org_ID,category_id
CI26301,1,SI2632,254,01-04-2008,AI565538,M,AOI100964,190
CI26302,1,SI2632,134,01-04-2008,AI565536,M,AOI100204,128
CI26303,1,SI2632,66,01-04-2008,AI565539,M,AOI101108,128
CI26304,1,SI2632,144,01-04-2008,AI564349,M,AOI100063,128
CI26305,1,SI2632,317,01-04-2008,AI565540,M,AOI100028,50
CI26306,1,SI2632,227,01-04-2008,AI565541,M,AOI100228,128
CI26307,1,SI2632,250,01-04-2008,AI565542,M,AOI101109,49
CI26308,1,SI2632,142,02-04-2008,AI565543,M,AOI100204,128
CI26309,1,SI2632,56,02-04-2008,AI565544,F,AOI101110,128
CI26310,1,SI2632,102,02-04-2008,AI565545,F,AOI100326,128
CI26311,1,SI2632,90,02-04-2008,AI565546,M,AOI100204,128
CI26312,1,SI2638,70,13-05-2008,AI565547,F,AOI100358,166
CI26313,1,SI2638,113,13-05-2008,AI565548,M,AOI101111,161
CI26314,1,SI2638,403,13-05-2008,AI564983,M,AOI100789,161
CI26315,1,SI2638,41,13-05-2008,AI565549,M,AOI101111,161
CI26316,1,SI2638,63,13-05-2008,AI565550,M,AOI101112,161
CI26317,1,SI2638,241,14-05-2008,AI565551,M,AOI101113,71
CI26318,1,SI2638,38,14-05-2008,AI565552,F,AOI101114,161
CI26319,1,SI2638,110,14-05-2008,AI565495,M,AOI101081,161
CI26320,1,SI2638,59,14-05-2008,AI565553,M,AOI101110,161
CI26321,1,SI2638,801,14-05-2008,AI563576,M,AOI100001,28
CI26322,1,SI2639,61,09-05-2008,AI565554,M,AOI100735,
CI26323,1,SI2639,78,09-05-2008,AI565297,F,AOI100735,
CI26324,1,SI2639,81,10-05-2008,AI565555,M,AOI101115,
CI26325,1,SI2639,37,10-05-2008,AI565556,F,,
CI26326,1,SI2639,45,10-05-2008,AI565555,M,AOI101115,
CI26327,1,SI2639,53,10-05-2008,AI565557,M,,
CI26328,1,SI2639,24,10-05-2008,AI565558,M,,
CI26329,1,SI2639,33,10-05-2008,AI565559,M,AOI101116,
CI26330,1,SI2639,411,10-05-2008,AI565554,M,AOI100735,90
CI26331,1,SI2639,162,10-05-2008,AI565554,M,AOI100735,
CI26332,1,SI2639,133,10-05-2008,AI565560,F,AOI100735,
CI26333,1,SI2639,135,10-05-2008,AI565560,F,AOI100735,
CI26334,1,SI2639,65,10-05-2008,AI565561,M,AOI101117,
CI26335,1,SI2710,735,07-04-2008,AI565562,M,AOI101118,24
CI26336,1,SI2643,97,06-04-2008,AI565563,M,AOI101110,
CI26337,1,SI2643,2570,06-04-2008,AI565564,M,AOI101119,87
CI26338,1,SI2643,499,06-04-2008,AI565565,M,AOI100570,87
CI26339,1,SI2643,102,07-04-2008,AI565566,M,AOI100684,
CI26340,1,SI2643,70,07-04-2008,AI565567,F,AOI100483,
CI26341,1,SI2643,65,07-04-2008,AI565568,M,AOI101120,
CI26342,1,SI2643,65,07-04-2008,AI565569,F,AOI100063,
CI26343,1,SI2643,130,07-04-2008,AI565570,M,AOI100298,
CI26344,1,SI2643,55,08-04-2008,AI565571,F,AOI100227,
CI26345,1,SI2643,169,08-04-2008,AI565572,F,AOI100227,71
CI26346,1,SI2643,56,08-04-2008,AI565573,F,AOI100227,
CI26347,1,SI2643,253,08-04-2008,AI565574,F,AOI100684,
CI26348,1,SI2643,154,08-04-2008,AI565575,M,AOI100678,
CI26349,1,SI2643,44,08-04-2008,AI565576,M,AOI100228,
CI26350,1,SI2643,81,08-04-2008,AI565577,M,AOI100559,
CI26351,1,SI2643,77,08-04-2008,AI565578,M,AOI100173,108
CI26352,1,SI2643,60,08-04-2008,AI565579,M,AOI100298,
CI26353,1,SI2643,114,09-04-2008,AI565580,F,AOI100294,
CI26354,1,SI2643,71,09-04-2008,AI565581,M,AOI100173,
CI26355,1,SI2643,134,09-04-2008,AI565582,F,AOI100174,
CI26356,1,SI2643,71,09-04-2008,AI565583,F,AOI101121,
CI26357,1,SI2643,155,09-04-2008,AI565584,F,AOI100678,
CI26358,1,SI2643,39,09-04-2008,AI565585,M,AOI100564,
CI26359,1,SI2643,83,09-04-2008,AI565584,F,AOI100678,
CI26360,1,SI2643,53,09-04-2008,AI565585,M,AOI100564,
CI26361,1,SI2643,82,09-04-2008,AI565586,M,AOI100294,87
CI26362,1,SI2643,78,09-04-2008,AI565587,F,AOI100204,
CI26363,1,SI2643,87,09-04-2008,AI565588,M,AOI100614,
CI26364,1,SI2643,69,10-04-2008,AI565589,M,AOI101122,
CI26365,1,SI2643,30,10-04-2008,AI565590,M,AOI100192,
CI26366,1,SI2643,77,10-04-2008,AI565591,F,AOI100586,
CI26367,1,SI2643,84,10-04-2008,AI565592,F,AOI100054,
CI26368,1,SI2643,97,10-04-2008,AI565593,M,AOI100299,
CI26369,1,SI2643,148,10-04-2008,AI565594,M,AOI100228,87
CI26370,1,SI2643,160,10-04-2008,AI565595,M,AOI100494,39
CI26371,1,SI2643,33,10-04-2008,AI565596,M,AOI100378,
CI26381,1,SI2710,428,07-04-2008,AI565597,M,AOI100213,67
CI26382,1,SI2709,489,13-02-2007,AI565598,M,,24
CI26383,1,SI2630,122,16-04-2008,AI565599,F,AOI101123,213
CI26384,1,SI2630,401,16-04-2008,AI565600,M,AOI101124,213
CI26385,3,SI2630,60,16-04-2008,AI565601,M,AOI101125,212
CI26386,1,SI2630,743,17-04-2008,AI565602,M,AOI101126,211
CI26387,1,SI2630,403,17-04-2008,AI565600,M,AOI101124,213
CI26388,1,SI2630,575,18-04-2008,AI565603,M,AOI101127,213
CI26389,1,SI2630,1645,17-04-2008,AI565602,M,AOI101126,211
CI26390,1,SI2630,274,17-04-2008,AI565604,M,AOI101128,211
CI26391,1,SI2630,394,17-04-2008,AI565605,M,AOI101129,35
CI26392,1,SI2630,2910,17-04-2008,AI565606,M,AOI101130,35
CI26393,1,SI2630,32,17-04-2008,AI565607,M,AOI101131,102
CI26394,1,SI2630,59,17-04-2008,AI565608,M,AOI101132,213
CI26395,1,SI2630,426,17-04-2008,AI565609,M,AOI101133,213
CI26396,1,SI2630,230,17-04-2008,AI565610,M,AOI101134,102
CI26397,1,SI2446,1463,11-06-2008,AI565611,M,AOI100141,175
CI26398,1,SI2710,49,29-11-2007,AI565603,M,AOI101127,
CI26399,1,SI2447,85,12-06-2008,AI563664,F,AOI100072,
CI26400,2,SI2447,72,12-06-2008,AI563576,M,AOI100001,
CI26401,3,SI2646,397,08-05-2008,AI565612,M,AOI100869,57
CI26402,1,SI2646,146,08-05-2008,AI565613,M,AOI101135,57
CI26403,3,SI2646,133,08-05-2008,AI565614,M,AOI101136,57
CI26404,3,SI2646,125,08-05-2008,AI565615,M,AOI101137,57
CI26405,1,SI2646,125,08-05-2008,AI565616,M,AOI101138,57
CI26406,3,SI2646,563,08-05-2008,AI565617,M,AOI101139,57
CI26407,3,SI2646,144,08-05-2008,AI565618,M,AOI101140,57
CI26408,3,SI2646,103,08-05-2008,AI565619,M,AOI101141,57
CI26409,3,SI2646,242,08-05-2008,AI565620,M,AOI101142,57
CI26410,3,SI2646,321,08-05-2008,AI565621,M,AOI101143,57
CI26411,3,SI2646,351,08-05-2008,AI565622,M,AOI101144,57
CI26412,3,SI2646,236,08-05-2008,AI565608,M,AOI101132,57
CI26413,3,SI2646,215,08-05-2008,AI565623,M,AOI101145,57
CI26414,3,SI2646,85,08-05-2008,AI565624,M,AOI101146,57
CI26415,3,SI2646,372,08-05-2008,AI565625,M,AOI101147,57
CI26416,3,SI2646,293,08-05-2008,AI565626,M,AOI101148,57
CI26417,3,SI2646,288,08-05-2008,AI564492,M,AOI100532,57
CI26418,3,SI2646,779,08-05-2008,AI565618,M,AOI101140,57
CI26419,3,SI2646,90,08-05-2008,,,,57
CI26420,1,SI2646,210,09-05-2008,AI565132,M,AOI100894,57
CI26421,3,SI2646,186,09-05-2008,AI565627,M,AOI101149,57
CI26422,1,SI2646,147,09-05-2008,AI565628,M,AOI101150,57
CI26423,1,SI2646,247,09-05-2008,AI565629,M,AOI101138,57
CI26424,1,SI2646,30,09-05-2008,AI565630,F,,57
CI26425,3,SI2646,57,09-05-2008,AI565631,M,AOI101151,57
CI26426,3,SI2646,297,09-05-2008,AI565632,M,AOI101152,57
CI26427,3,SI2646,40,09-05-2008,,,,57
CI26428,3,SI2646,272,09-05-2008,AI565633,F,AOI101153,23
CI26429,1,SI2646,213,09-05-2008,AI565634,M,AOI101154,57
CI26430,1,SI2646,95,09-05-2008,AI565635,M,AOI101155,57
CI26431,1,SI2646,64,09-05-2008,AI565635,M,AOI101155,57
CI26432,3,SI2646,169,09-05-2008,AI565636,M,AOI101156,57
CI26433,2,SI2710,156,15-03-2008,AI565185,M,AOI100922,
CI26434,3,SI2646,284,09-05-2008,AI565637,M,AOI101157,57
CI26435,1,SI2646,214,09-05-2008,AI565638,F,AOI101158,57
CI26436,1,SI2646,305,09-05-2008,AI564510,M,AOI100543,23
CI26437,3,SI2646,34,09-05-2008,AI565639,M,AOI101159,57
CI26438,1,SI2447,68,17-06-2008,AI565640,M,AOI100266,
CI26439,2,SI2648,470,16-04-2008,AI564517,M,AOI100546,57
CI26440,1,SI2650,59,26-06-2008,,,,130
CI26441,1,SI2650,42,13-11-2007,AI564400,M,AOI100314,
CI26442,1,SI2650,149,13-11-2007,AI565641,M,AOI100377,
CI26443,1,SI2446,411,18-06-2008,AI565642,M,AOI100583,71
CI26444,1,SI2447,109,04-09-2007,AI565643,M,AOI101160,
CI26445,3,SI2646,88,08-05-2008,,,,57
CI26446,1,SI2652,158,06-07-2008,AI565644,M,AOI100210,29
CI26447,1,SI2652,98,06-07-2008,AI565645,M,AOI101104,29
CI26448,1,SI2652,426,06-07-2008,AI565646,F,AOI101161,31
CI26449,1,SI2652,183,06-07-2008,AI565647,M,AOI100063,29
CI26450,1,SI2652,220,06-07-2008,AI565648,M,AOI100315,109
CI26451,1,SI2652,370,06-07-2008,AI563913,M,AOI100224,30
CI26452,1,SI2652,161,06-07-2008,AI565649,M,AOI100063,29
CI26453,1,SI2652,92,06-07-2008,AI565650,M,AOI100573,29
CI26454,1,SI2652,173,07-07-2008,AI565651,M,AOI101162,29
CI26455,1,SI2652,144,07-07-2008,AI564035,M,AOI100054,29
CI26456,1,SI2652,170,07-07-2008,AI565652,M,AOI100230,29
CI26457,1,SI2652,245,07-07-2008,AI564813,M,AOI100694,29
CI26458,1,SI2652,48,07-07-2008,AI565653,M,AOI100369,29
CI26459,1,SI2652,246,07-07-2008,AI565464,M,AOI100085,29
CI26460,1,SI2652,186,07-07-2008,AI565654,M,AOI100085,29
CI26461,1,SI2652,460,07-07-2008,AI563980,F,AOI100212,29
CI26462,1,SI2652,82,07-07-2008,AI565655,M,AOI100308,29
CI26463,1,SI2652,195,08-07-2008,AI565656,M,AOI100950,29
CI26464,1,SI2652,384,08-07-2008,AI565657,M,AOI100565,29
CI26465,1,SI2652,787,08-07-2008,AI565658,M,AOI100559,29
CI26466,1,SI2652,197,08-07-2008,AI565659,M,AOI100063,29
CI26467,1,SI2652,82,08-07-2008,AI565660,M,AOI100580,29
CI26468,1,SI2652,414,08-07-2008,AI565661,M,AOI100685,29
CI26469,1,SI2652,159,08-07-2008,AI564556,M,AOI100567,74
CI26470,1,SI2652,539,08-07-2008,AI565662,M,AOI100148,29
CI26471,1,SI2652,54,08-07-2008,AI565663,M,AOI100153,29
CI26472,1,SI2652,115,08-07-2008,AI565664,M,AOI100226,29
CI26473,1,SI2651,209,23-06-2008,AI565665,M,AOI100063,87
CI26474,1,SI2651,561,25-06-2008,AI565666,M,AOI100083,60
CI26475,1,SI2651,223,26-06-2008,AI565667,M,AOI100222,50
CI26476,1,SI2651,495,27-06-2008,AI565668,M,AOI101163,60
CI26477,1,SI2647,137,26-03-2008,AI565669,M,AOI101093,212
CI26478,1,SI2647,13,26-02-2008,AI565670,M,AOI101164,212
CI26479,1,SI2647,43,26-03-2008,AI565671,M,AOI101005,212
CI26480,1,SI2647,76,27-03-2008,AI565672,M,AOI101165,212
CI26481,1,SI2654,114,09-07-2008,AI565673,M,AOI101166,
CI26482,1,SI2654,44,09-07-2008,AI565674,M,AOI100402,
CI26483,1,SI2654,45,09-07-2008,AI565675,M,AOI100197,
CI26484,1,SI2654,123,09-07-2008,AI565676,M,,
CI26485,1,SI2654,136,09-07-2008,AI565677,F,AOI100731,
CI26486,1,SI2654,89,09-07-2008,AI565678,M,AOI101167,
CI26487,1,SI2654,57,09-07-2008,AI565679,M,AOI101168,
CI26488,1,SI2654,114,09-07-2008,AI565680,M,AOI100612,
CI26489,1,SI2654,72,09-07-2008,AI565681,M,AOI100200,
CI26490,1,SI2654,144,09-07-2008,AI565682,M,AOI100612,
CI26491,1,SI2654,165,09-07-2008,AI565683,M,AOI100287,
CI26492,1,SI2654,51,09-07-2008,AI565684,M,AOI100142,
CI26493,1,SI2654,178,09-07-2008,AI565682,M,AOI100612,34
CI26494,1,SI2654,160,09-07-2008,AI565685,M,AOI101169,41
CI26495,1,SI2655,44,26-05-2008,AI565686,M,AOI101069,
CI26496,1,SI2655,77,26-05-2008,AI565687,M,AOI100286,
CI26497,1,SI2655,188,26-05-2008,AI565688,M,AOI101170,
CI26498,1,SI2655,139,26-05-2008,AI565689,M,AOI101171,97
CI26499,1,SI2655,84,26-05-2008,AI564436,M,AOI100011,
CI26500,1,SI2655,180,26-05-2008,AI565690,M,AOI101172,
CI26501,1,SI2658,627,06-07-2008,AI565150,M,AOI100072,52
CI26502,1,SI2658,1089,07-07-2008,AI564349,M,AOI100063,141
CI26503,1,SI2658,1543,08-07-2008,AI565691,M,AOI100032,79
CI26504,1,SI2659,327,06-07-2008,AI565692,M,AOI100411,
CI26505,1,SI2659,413,06-07-2008,AI565664,M,AOI100226,29
CI26506,1,SI2659,321,06-07-2008,AI565693,M,AOI101173,29
CI26507,1,SI2659,157,06-07-2008,AI564678,M,AOI100165,31
CI26508,1,SI2659,546,06-07-2008,AI565694,M,AOI100688,
CI26509,1,SI2659,97,06-07-2008,AI563917,M,AOI100022,
CI26510,1,SI2660,115,01-06-2008,AI564400,M,AOI100314,
CI26511,1,SI2652,314,08-07-2008,AI565695,M,AOI101167,29
CI26512,1,SI2660,148,01-06-2008,AI565696,M,AOI100080,
CI26513,1,SI2649,93,24-06-2008,AI565697,M,AOI101174,
CI26514,1,SI2660,65,01-06-2008,AI565698,M,AOI100080,
CI26515,1,SI2660,39,01-06-2008,AI564400,M,AOI100314,
CI26516,1,SI2660,82,01-06-2008,AI565698,M,AOI100080,
CI26517,1,SI2660,46,01-06-2008,AI564400,M,AOI100314,
CI26518,1,SI2649,90,25-06-2008,AI565699,M,AOI101175,
CI26519,1,SI2660,63,01-06-2008,AI565700,M,AOI100089,
CI26520,1,SI2660,118,01-06-2008,AI565376,M,AOI100011,53
CI26521,1,SI2660,75,01-06-2008,AI564210,M,AOI100130,
CI26522,1,SI2660,101,01-06-2008,AI565701,M,,
CI26523,1,SI2660,48,01-06-2008,AI565702,M,AOI100089,
CI26524,1,SI2649,61,24-06-2008,AI565703,M,AOI101176,
CI26525,1,SI2637,363,01-06-2008,AI565704,M,AOI101062,39
CI26526,1,SI2637,515,01-06-2008,AI565705,M,AOI100080,39
CI26527,1,SI2660,548,01-06-2008,AI565706,M,AOI101177,
CI26528,1,SI2649,335,25-06-2008,AI565707,M,AOI101176,102
CI26529,1,SI2661,190,02-06-2008,AI565708,F,,
CI26530,1,SI2661,57,02-06-2008,AI565709,F,AOI100709,
CI26531,1,SI2661,60,02-06-2008,AI565710,M,,
CI26532,1,SI2661,54,02-06-2008,AI565711,M,AOI100849,
CI26533,1,SI2661,45,02-06-2008,AI565712,M,AOI101178,
CI26534,1,SI2661,92,02-06-2008,AI564278,M,AOI100419,
CI26535,1,SI2661,148,02-06-2008,AI565713,M,AOI101179,
CI26536,1,SI2661,121,02-06-2008,AI565714,M,AOI100068,
CI26537,1,SI2661,37,02-06-2008,AI565715,M,AOI100080,
CI26538,1,SI2661,250,02-06-2008,AI564224,F,AOI100080,
CI26539,1,SI2661,84,02-06-2008,AI565716,M,AOI100089,
CI26540,1,SI2661,78,02-06-2008,AI565717,M,,
CI26541,1,SI2661,47,02-06-2008,AI565718,M,AOI101180,
CI26542,1,SI2661,405,02-06-2008,AI565719,F,AOI100386,39
CI26543,1,SI2661,86,02-06-2008,AI565720,M,AOI100416,
CI26544,1,SI2661,84,02-06-2008,AI565721,M,AOI101181,
CI26545,1,SI2661,49,02-06-2008,AI565722,M,AOI100382,
CI26546,1,SI2661,75,02-06-2008,AI565723,F,AOI100430,
CI26547,1,SI2661,194,02-06-2008,AI565724,M,AOI100386,
CI26548,1,SI2661,107,02-06-2008,AI565725,M,AOI100382,
CI26549,1,SI2661,104,02-06-2008,AI565726,M,AOI101182,
CI26550,1,SI2652,177,06-07-2008,AI565727,M,AOI101183,29
CI26551,1,SI2662,10,03-06-2008,AI565728,M,AOI100378,
CI26552,1,SI2652,149,06-07-2008,AI565729,M,AOI101184,29
CI26553,1,SI2662,284,03-06-2008,AI565730,M,AOI101185,
CI26554,1,SI2662,41,03-06-2008,AI565731,M,AOI100386,
CI26555,1,SI2652,240,06-07-2008,AI565732,F,AOI100655,29
CI26556,1,SI2652,164,06-07-2008,AI565733,F,AOI101186,29
CI26557,1,SI2652,200,06-07-2008,AI565734,M,AOI101187,29
CI26558,1,SI2652,177,06-07-2008,AI563991,M,AOI100269,29
CI26559,1,SI2662,86,04-06-2008,AI564210,M,AOI100130,
CI26560,1,SI2662,201,04-06-2008,AI565735,F,AOI100840,
CI26561,1,SI2652,69,07-07-2008,AI565736,M,AOI100072,29
CI26562,1,SI2652,68,07-07-2008,AI564834,M,AOI100148,29
CI26563,1,SI2652,136,07-07-2008,AI565737,M,AOI101188,29
CI26564,1,SI2662,33,04-06-2008,AI565738,M,AOI100412,
CI26565,1,SI2652,54,07-07-2008,AI565739,M,AOI101189,29
CI26566,1,SI2662,81,04-06-2008,AI565740,M,AOI100382,
CI26567,1,SI2662,246,04-06-2008,AI565724,M,AOI100386,
CI26568,1,SI2652,284,07-07-2008,AI565741,M,AOI101190,29
CI26569,1,SI2662,85,04-06-2008,AI565742,F,AOI100025,
CI26570,1,SI2662,67,04-06-2008,AI564292,M,AOI100408,
CI26571,1,SI2662,58,04-06-2008,AI565743,M,AOI100965,
CI26572,1,SI2652,87,07-07-2008,AI565744,M,,29
CI26573,1,SI2662,70,04-06-2008,AI565745,F,AOI100052,
CI26574,1,SI2662,37,04-06-2008,AI565746,M,AOI100025,
CI26575,1,SI2662,128,04-06-2008,AI565745,F,AOI100052,
CI26576,1,SI2662,73,05-06-2008,AI565747,M,AOI100309,
CI26577,1,SI2662,34,05-06-2008,AI565748,M,AOI100378,
CI26578,1,SI2652,404,07-07-2008,AI565749,M,AOI100929,41
CI26579,1,SI2652,89,07-07-2008,AI565750,M,AOI101191,29
CI26580,1,SI2662,32,05-06-2008,AI565751,M,AOI100709,
CI26581,1,SI2662,76,05-06-2008,AI565752,M,AOI101192,
CI26582,1,SI2662,99,05-06-2008,AI565753,F,AOI101193,
CI26583,1,SI2662,185,05-06-2008,AI565754,F,AOI100912,39
CI26584,1,SI2652,296,08-07-2008,AI565755,M,AOI100204,29
CI26585,1,SI2652,128,08-07-2008,AI565755,M,AOI100204,29
CI26586,1,SI2652,133,08-07-2008,AI565756,M,AOI100635,31
CI26587,1,SI2652,154,08-07-2008,AI565757,M,AOI100635,29
CI26588,1,SI2652,197,08-07-2008,AI563727,M,AOI100049,29
CI26589,1,SI2652,119,08-07-2008,AI565758,M,AOI101194,29
CI26590,1,SI2652,119,08-07-2008,AI563785,M,AOI100128,29
CI26591,1,SI2652,184,08-07-2008,AI565759,M,AOI101195,29
CI26592,1,SI2652,354,08-07-2008,AI565760,M,AOI100108,29
CI26593,1,SI2652,615,08-07-2008,AI565761,M,AOI100226,31
CI26594,1,SI2652,237,08-07-2008,AI565762,M,AOI101196,29
CI26595,1,SI2652,52,08-07-2008,AI563776,M,AOI100144,29
CI26596,1,SI2654,81,09-07-2008,AI564747,M,AOI100196,
CI26597,1,SI2654,141,09-07-2008,AI565763,M,AOI101197,46
CI26598,1,SI2654,501,09-07-2008,AI565764,M,AOI100062,78
CI26599,1,SI2654,160,09-07-2008,AI564345,M,AOI100173,
CI26600,1,SI2654,264,09-07-2008,AI565765,F,AOI101198,
CI26601,1,SI2654,241,09-07-2008,AI565766,M,AOI100062,
CI26602,1,SI2656,250,10-07-2008,AI565692,M,AOI100411,46
CI26603,1,SI2656,181,10-07-2008,AI564117,M,AOI100128,135
CI26604,1,SI2656,132,10-07-2008,AI565767,M,AOI100559,135
CI26605,1,SI2654,89,09-07-2008,AI565768,M,AOI100630,
CI26606,1,SI2656,384,10-07-2008,AI563703,M,AOI100096,46
CI26607,1,SI2656,134,10-07-2008,AI565769,M,AOI101199,135
CI26608,1,SI2656,118,10-07-2008,AI565770,M,AOI100212,135
CI26609,1,SI2656,318,10-07-2008,AI565771,M,AOI100587,135
CI26610,1,SI2656,136,10-07-2008,AI565772,M,AOI101200,41
CI26611,1,SI2656,270,10-07-2008,AI565773,M,AOI100416,78
CI26612,1,SI2656,155,10-07-2008,AI565774,M,AOI101201,135
CI26613,1,SI2656,80,11-07-2008,AI565775,M,AOI100239,135
CI26614,1,SI2656,120,11-07-2008,AI565776,M,AOI100494,135
CI26615,1,SI2656,64,11-07-2008,AI565777,M,AOI100120,135
CI26616,1,SI2656,279,11-07-2008,AI565778,M,AOI101202,135
CI26617,1,SI2656,85,11-07-2008,AI565779,F,AOI100212,135
CI26618,1,SI2656,75,11-07-2008,AI565780,M,AOI101203,135
CI26619,1,SI2656,331,11-07-2008,AI565321,M,AOI100994,135
CI26620,1,SI2656,836,11-07-2008,AI565781,M,AOI100153,141
CI26621,1,SI2656,253,11-07-2008,AI564879,M,AOI100724,135
CI26622,1,SI2654,82,09-07-2008,AI565782,M,AOI100494,
CI26623,1,SI2656,553,11-07-2008,AI565783,M,AOI101204,46
CI26624,1,SI2656,131,11-07-2008,AI565398,M,AOI100063,135
CI26625,1,SI2656,396,11-07-2008,AI565784,M,AOI100032,135
CI26626,1,SI2654,33,09-07-2008,AI565785,M,AOI101205,
CI26627,1,SI2654,118,09-07-2008,AI565786,M,AOI101206,
CI26628,1,SI2654,201,09-07-2008,AI565782,M,AOI100494,
CI26629,1,SI2644,840,27-05-2008,AI565787,M,AOI100184,
CI26630,1,SI2644,264,27-05-2008,AI565788,M,AOI100196,
CI26631,1,SI2644,144,27-05-2008,AI565789,M,AOI100187,
CI26632,1,SI2644,195,27-05-2008,AI565790,M,AOI100417,
CI26633,1,SI2644,104,27-05-2008,AI565791,M,AOI101207,
CI26634,1,SI2644,212,28-05-2008,AI563826,M,AOI100179,
CI26635,1,SI2644,96,28-05-2008,AI565792,M,AOI100222,
CI26636,1,SI2644,115,28-05-2008,AI565793,M,AOI100132,
CI26637,1,SI2644,77,28-05-2008,AI564449,M,AOI100513,
CI26638,1,SI2644,90,28-05-2008,AI565763,M,AOI101197,
CI26639,1,SI2644,361,28-05-2008,AI565404,M,AOI100958,224
CI26640,1,SI2644,459,28-05-2008,AI565794,M,AOI100130,
CI26641,1,SI2644,158,28-05-2008,AI565795,M,AOI101208,
CI26642,1,SI2644,718,29-05-2008,AI563745,M,AOI100047,
CI26643,1,SI2644,239,29-05-2008,AI565796,M,AOI101209,
CI26644,1,SI2644,199,29-05-2008,AI565797,M,AOI101210,
CI26645,1,SI2644,404,29-05-2008,AI565798,M,,
CI26646,1,SI2644,82,29-05-2008,AI564102,M,AOI100321,
CI26647,1,SI2644,131,29-05-2008,AI565461,F,AOI100417,
CI26648,1,SI2644,269,29-05-2008,AI563894,M,AOI100091,
CI26649,2,SI2653,195,04-07-2008,AI565799,M,AOI101211,
CI26650,2,SI2653,128,04-07-2008,AI565800,M,,
CI26651,2,SI2653,685,04-07-2008,AI565801,M,AOI101212,
CI26652,2,SI2653,119,04-07-2008,AI565802,M,AOI101213,
CI26653,2,SI2653,158,04-07-2008,AI565803,M,AOI101214,
CI26654,2,SI2653,305,04-07-2008,AI565804,M,AOI101211,
CI26655,2,SI2653,226,05-07-2008,AI564492,M,AOI100532,
CI26656,2,SI2653,496,05-07-2008,AI565805,M,AOI101215,
CI26657,2,SI2653,231,05-07-2008,AI565799,M,AOI101211,
CI26658,2,SI2653,147,04-07-2008,AI565806,M,AOI101215,
CI26659,2,SI2653,89,05-07-2008,AI565807,M,AOI101216,
CI26660,2,SI2653,132,05-07-2008,,,,
CI26661,1,SI2637,195,03-06-2008,AI565808,M,AOI100089,39
CI26662,1,SI2637,122,04-06-2008,AI564240,M,AOI100068,39
CI26663,1,SI2637,263,05-06-2008,AI565809,M,AOI101217,39
CI26664,1,SI2637,107,03-06-2008,AI565810,F,AOI100089,39
CI26665,1,SI2637,79,04-06-2008,AI564291,M,AOI100429,39
CI26666,1,SI2652,125,06-07-2008,AI565811,M,AOI101218,29
CI26667,1,SI2652,710,06-07-2008,AI565812,M,AOI101219,29
CI26668,1,SI2652,54,06-07-2008,AI564785,M,AOI100085,29
CI26669,1,SI2652,237,06-07-2008,AI565813,M,AOI101220,29
CI26670,1,SI2652,333,06-07-2008,AI565814,M,AOI100068,29
CI26671,1,SI2652,182,06-07-2008,AI564624,M,AOI100604,29
CI26672,1,SI2652,201,06-07-2008,AI565815,M,AOI101221,29
CI26673,1,SI2652,136,06-07-2008,AI565816,M,AOI101222,29
CI26674,1,SI2652,226,07-07-2008,AI565817,M,AOI101223,29
CI26675,1,SI2652,338,07-07-2008,AI565818,F,AOI101224,29
CI26676,1,SI2652,168,07-07-2008,AI564720,M,AOI100648,29
CI26677,1,SI2652,248,07-07-2008,AI565819,M,AOI100166,29
CI26678,1,SI2652,70,07-07-2008,AI565251,M,AOI100155,78
CI26679,1,SI2652,435,07-07-2008,AI565820,M,AOI101225,29
CI26680,1,SI2652,83,07-07-2008,AI565821,M,AOI101189,29
CI26681,1,SI2652,92,07-07-2008,AI564077,M,AOI100297,29
CI26682,1,SI2652,347,07-07-2008,AI564061,M,AOI100169,29
CI26683,1,SI2652,164,08-07-2008,AI565822,M,AOI101226,29
CI26684,1,SI2652,103,08-07-2008,AI565823,M,AOI100590,29
CI26685,1,SI2652,209,08-07-2008,AI565824,M,AOI101227,29
CI26686,1,SI2652,66,08-07-2008,AI563746,M,AOI100122,29
CI26687,1,SI2652,385,08-07-2008,AI565825,M,AOI100559,74
CI26688,1,SI2652,358,08-07-2008,AI565826,M,AOI100187,29
CI26689,1,SI2652,121,08-07-2008,AI565827,M,AOI100256,29
CI26690,1,SI2652,519,08-07-2008,AI565657,M,AOI100565,46
CI26691,1,SI2652,104,08-07-2008,AI564556,M,AOI100567,29
CI26692,1,SI2652,54,08-07-2008,AI565828,M,AOI101228,29
CI26693,1,SI2652,224,08-07-2008,AI563776,M,AOI100144,29
CI26694,1,SI2652,66,08-07-2008,AI564675,M,AOI100128,29
CI26695,1,SI2654,116,09-07-2008,AI563794,M,AOI100157,
CI26696,1,SI2654,76,09-07-2008,AI565829,M,AOI100869,
CI26697,1,SI2654,74,09-07-2008,AI564834,M,AOI100148,
CI26698,1,SI2654,19,09-07-2008,AI565830,M,AOI101229,
CI26699,1,SI2654,126,09-07-2008,AI565831,M,AOI100062,
CI26700,1,SI2654,403,09-07-2008,AI564549,M,AOI100564,78
CI26701,1,SI2654,505,09-07-2008,AI564588,F,AOI100581,
CI26702,1,SI2654,258,09-07-2008,AI565832,F,AOI100574,
CI26703,1,SI2654,63,09-07-2008,AI563703,M,AOI100096,
CI26704,1,SI2654,185,09-07-2008,AI565833,M,AOI100284,
