pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_64553,2014-08-17 00:00:00,2016-09-23 18:58:00,1.0,White,0.08,5.15,13,9,0.0,2
ANSL_58757,2018-09-17 00:00:00,2018-12-11 14:37:00,2.0,Black,0.03,29.59,13,9,1.0,1
ANSL_76455,2019-01-10 00:00:00,2019-05-03 16:53:00,1.0,Orange Tabby,0.7,9.0,0,1,0.0,1
ANSL_54276,2016-09-06 00:00:00,2016-12-27 15:48:00,0.0,Calico,0.32,28.55,0,1,1.0,1
ANSL_58913,2016-05-04 00:00:00,2017-06-19 10:58:00,2.0,White,0.93,44.8,0,3,0.0,0
ANSL_59931,2016-05-17 00:00:00,2016-12-15 12:31:00,1.0,Black,0.69,22.71,0,7,0.0,2
ANSL_70206,2017-07-21 00:00:00,2017-09-02 17:47:00,,Flame Point,0.21,44.33,13,9,2.0,1
ANSL_57418,2016-05-16 00:00:00,2017-12-10 17:18:00,1.0,Red,0.33,33.73,0,1,0.0,2
ANSL_64298,2017-06-18 00:00:00,2017-09-27 17:38:00,0.0,Brown,0.04,40.61,0,1,1.0,2
ANSL_61541,2015-06-29 00:00:00,2017-07-25 16:37:00,1.0,Chocolate,0.2,36.34,0,1,0.0,2
ANSL_56920,2017-03-02 00:00:00,2018-03-24 11:44:00,2.0,Cream,0.3,38.84,13,9,0.0,2
ANSL_52981,2016-08-26 00:00:00,2017-09-23 14:30:00,2.0,Brown Tabby,0.82,5.01,13,9,1.0,1
ANSL_55714,2017-05-02 00:00:00,2018-07-24 14:34:00,1.0,Brown Brindle,0.25,23.66,0,1,0.0,2
ANSL_58728,2013-08-01 00:00:00,2016-08-23 08:08:00,,Brown,0.33,7.18,15,4,2.0,4
ANSL_64575,2013-11-26 00:00:00,2017-10-06 12:05:00,0.0,Fawn,0.08,48.04,0,1,1.0,2
ANSL_51410,2018-08-15 00:00:00,2018-11-28 13:05:00,2.0,Brown Tabby,0.69,44.19,13,9,0.0,1
ANSL_60553,2007-09-29 00:00:00,2017-10-20 11:45:00,2.0,Brown,0.65,32.21,11,4,1.0,2
ANSL_52034,2008-07-10 00:00:00,2016-08-06 13:31:00,2.0,Black,0.04,24.31,13,9,1.0,1
ANSL_52917,2015-08-21 00:00:00,2017-04-02 16:22:00,0.0,Brown Tabby,0.37,46.28,0,1,1.0,1
ANSL_67557,2012-01-19 00:00:00,2018-02-10 11:22:00,0.0,Brown,0.66,28.83,0,7,1.0,2
ANSL_55320,2015-02-06 00:00:00,2017-03-10 17:03:00,1.0,Blue,0.36,22.45,0,1,0.0,2
ANSL_66577,2015-10-10 00:00:00,2017-10-31 17:49:00,2.0,Tan,0.23,30.65,0,7,0.0,2
ANSL_58311,2016-08-16 00:00:00,2016-10-28 17:09:00,2.0,Brown Tabby,0.51,19.96,0,1,1.0,1
ANSL_56314,2015-02-09 00:00:00,2017-03-06 19:29:00,,Black,0.19,22.48,16,9,2.0,1
ANSL_73573,2004-01-02 00:00:00,2017-02-13 18:17:00,0.0,Red,0.2,19.71,0,7,1.0,2
ANSL_69097,2013-03-07 00:00:00,2019-04-01 13:18:00,1.0,Black,0.2,6.42,13,9,0.0,1
ANSL_65644,2014-08-12 00:00:00,2019-02-03 16:01:00,0.0,Torbie,0.51,21.4,0,7,1.0,1
ANSL_54828,2016-01-21 00:00:00,2018-04-09 18:51:00,0.0,Brown Brindle,0.43,48.38,13,9,1.0,2
ANSL_64259,2017-11-18 00:00:00,2018-12-31 14:51:00,1.0,White,0.29,39.36,13,9,0.0,2
ANSL_60166,2016-04-28 00:00:00,2016-11-18 17:58:00,2.0,Black,0.1,43.82,0,1,1.0,2
ANSL_67520,2014-08-16 00:00:00,2016-11-11 19:11:00,0.0,Blue,0.44,26.2,0,1,1.0,1
ANSL_76006,2016-03-31 00:00:00,2019-04-23 16:05:00,0.0,Tan,0.08,41.2,0,1,1.0,2
ANSL_58981,2015-07-06 00:00:00,2016-07-27 10:45:00,,Black,0.06,37.24,15,4,2.0,4
ANSL_61530,2017-10-31 00:00:00,2018-11-22 17:40:00,2.0,Brown,0.41,17.97,0,7,1.0,2
ANSL_68155,2015-06-23 00:00:00,2016-11-21 16:26:00,0.0,White,0.4,14.89,0,1,1.0,2
ANSL_61867,2015-08-06 00:00:00,2016-09-02 16:14:00,2.0,White,0.18,10.95,13,9,1.0,2
ANSL_66556,2012-02-27 00:00:00,2017-03-19 12:48:00,0.0,White,0.62,37.1,0,7,1.0,2
ANSL_56596,2016-06-30 00:00:00,2016-08-04 13:20:00,,Black,0.15,49.23,13,9,2.0,1
ANSL_59728,2017-09-19 00:00:00,2018-10-14 10:58:00,2.0,Blue Tabby,0.7,40.06,17,9,1.0,1
ANSL_69394,2017-07-31 00:00:00,2017-10-16 17:41:00,1.0,Brown,0.2,38.71,7,1,0.0,2
ANSL_58401,2017-11-22 00:00:00,2018-12-24 14:51:00,1.0,Black,0.31,30.71,0,7,0.0,2
ANSL_59171,2016-07-07 00:00:00,2017-08-01 19:02:00,1.0,Yellow,0.04,5.78,0,7,0.0,2
ANSL_74753,2012-07-26 00:00:00,2018-02-16 12:55:00,0.0,Blue Point,0.09,9.74,0,1,1.0,1
ANSL_70853,2017-02-09 00:00:00,2017-05-04 17:56:00,1.0,Tan,0.87,12.91,0,1,0.0,2
ANSL_74761,2016-09-02 00:00:00,2016-11-23 14:44:00,2.0,Black,0.39,48.3,13,9,1.0,1
ANSL_60009,2017-11-22 00:00:00,2018-02-10 18:42:00,0.0,Orange Tabby,0.26,11.36,0,1,1.0,1
ANSL_53806,2015-01-22 00:00:00,2017-02-16 12:46:00,1.0,White,0.84,26.47,13,9,0.0,2
ANSL_64467,2010-12-19 00:00:00,2019-02-08 17:50:00,0.0,White,0.04,14.05,0,1,1.0,1
ANSL_71705,2008-09-04 00:00:00,2017-10-08 19:02:00,0.0,Blue Tabby,0.3,33.56,0,7,1.0,1
ANSL_57310,2015-08-15 00:00:00,2016-10-05 15:50:00,0.0,Tortie,0.16,15.68,0,1,1.0,1
ANSL_54616,2015-03-17 00:00:00,2017-04-12 12:23:00,1.0,Brown Brindle,0.71,13.57,0,1,0.0,2
ANSL_57461,2015-02-01 00:00:00,2017-06-07 07:41:00,0.0,Blue,0.33,38.73,0,1,1.0,2
ANSL_70992,2017-01-22 00:00:00,2018-02-13 08:38:00,,Brown,0.95,41.48,18,4,2.0,4
ANSL_68156,2011-04-21 00:00:00,2016-11-13 11:32:00,1.0,White,0.3,31.74,13,9,0.0,2
ANSL_61068,2008-08-13 00:00:00,2018-09-07 13:47:00,1.0,Blue Tabby,0.64,33.52,13,9,0.0,1
ANSL_72437,2017-05-12 00:00:00,2018-03-08 16:50:00,0.0,White,0.5,48.99,0,1,1.0,2
ANSL_68851,2014-07-30 00:00:00,2016-09-05 17:17:00,2.0,Black,0.6,16.66,13,9,1.0,1
ANSL_57812,2015-09-11 00:00:00,2017-10-12 17:20:00,1.0,Black,0.98,6.59,0,7,0.0,2
ANSL_60932,2016-03-24 00:00:00,2017-02-14 19:00:00,1.0,Red,0.93,21.67,0,7,0.0,2
ANSL_67855,2018-01-23 00:00:00,2018-04-28 15:27:00,2.0,Brown Tabby,0.43,48.46,13,9,1.0,1
ANSL_68241,2015-09-27 00:00:00,2018-03-13 08:56:00,1.0,Brown,0.72,7.06,13,9,0.0,2
ANSL_68783,2016-03-06 00:00:00,2017-04-01 17:47:00,,Brown,0.93,16.77,13,9,2.0,4
ANSL_76293,2017-04-08 00:00:00,2019-04-30 11:49:00,,White,0.14,47.67,13,9,2.0,4
ANSL_50336,2018-01-12 00:00:00,2019-02-06 10:52:00,0.0,Black,0.38,32.28,17,9,1.0,1
ANSL_57601,2017-05-06 00:00:00,2017-07-30 18:37:00,1.0,Brown,0.62,38.39,0,1,0.0,2
ANSL_50199,2017-04-15 00:00:00,2018-05-08 14:41:00,1.0,Black,0.53,23.52,0,1,0.0,2
ANSL_65392,2011-07-26 00:00:00,2016-09-24 13:45:00,0.0,Brown Brindle,0.13,48.79,0,1,1.0,2
ANSL_57543,2016-08-24 00:00:00,2018-09-19 18:28:00,1.0,Orange Tabby,0.11,33.1,17,9,0.0,1
ANSL_62294,2017-07-06 00:00:00,2017-08-11 11:45:00,,Black,0.71,43.15,15,4,2.0,4
ANSL_71379,2016-10-23 00:00:00,2017-11-14 09:00:00,0.0,Black,0.83,31.5,16,9,1.0,1
ANSL_64177,2017-03-10 00:00:00,2018-03-29 09:00:00,0.0,Torbie,0.32,34.78,16,9,1.0,1
ANSL_64491,2018-08-09 00:00:00,2018-11-30 11:00:00,2.0,Brown Tabby,0.79,29.7,18,4,0.0,1
ANSL_51338,2017-08-09 00:00:00,2017-12-14 18:51:00,1.0,Black,0.89,22.85,0,1,0.0,1
ANSL_75483,2018-08-17 00:00:00,2019-04-10 15:49:00,1.0,Blue Merle,0.43,24.59,0,1,0.0,2
ANSL_63042,2014-07-02 00:00:00,2017-08-05 13:04:00,0.0,Tortie,0.61,8.22,13,9,1.0,1
ANSL_54120,2015-06-06 00:00:00,2017-07-08 12:33:00,2.0,Tan,0.85,32.47,13,9,1.0,2
ANSL_60537,2018-03-10 00:00:00,2018-06-30 19:32:00,2.0,Black,0.04,46.73,0,7,0.0,2
ANSL_69276,2016-06-01 00:00:00,2016-08-25 13:59:00,,Cream Tabby,0.33,22.14,8,2,2.0,1
ANSL_54361,2016-01-10 00:00:00,2017-02-02 18:23:00,,Black,0.82,8.26,13,9,2.0,4
ANSL_56233,2007-04-20 00:00:00,2017-06-07 19:30:00,1.0,Black,0.52,32.52,0,1,0.0,2
ANSL_54297,2017-11-03 00:00:00,2018-01-30 15:31:00,2.0,Blue Tabby,0.35,42.26,13,9,1.0,1
ANSL_73780,2016-10-13 00:00:00,2016-12-29 13:06:00,0.0,White,0.96,15.26,0,1,1.0,2
ANSL_67853,2016-12-21 00:00:00,2017-08-14 11:43:00,2.0,White,0.21,12.32,0,7,0.0,2
ANSL_59029,2014-07-29 00:00:00,2016-09-05 00:00:00,1.0,White,0.88,31.37,13,9,0.0,2
ANSL_65719,2016-05-24 00:00:00,2016-09-03 18:53:00,1.0,Tricolor,0.8,46.1,0,1,0.0,2
ANSL_54105,2018-07-17 00:00:00,2018-11-16 17:57:00,0.0,Brown Tabby,0.36,42.41,0,1,1.0,1
ANSL_70836,2017-10-04 00:00:00,2018-12-13 14:11:00,0.0,Brown,0.88,9.52,0,1,1.0,2
ANSL_72323,2014-10-27 00:00:00,2018-11-17 13:55:00,,Brown,0.73,39.39,15,4,2.0,4
ANSL_64618,2016-11-12 00:00:00,2018-05-17 17:32:00,0.0,Red,0.84,25.35,0,1,1.0,2
ANSL_55317,2016-09-11 00:00:00,2016-12-08 18:42:00,1.0,Black,0.3,12.49,0,1,0.0,1
ANSL_69988,2016-01-04 00:00:00,2019-01-28 17:02:00,0.0,Brown Brindle,0.63,48.08,0,7,1.0,2
ANSL_54035,2010-07-17 00:00:00,2016-08-06 17:47:00,1.0,Tan,0.74,11.01,0,7,0.0,2
ANSL_68694,2017-10-16 00:00:00,2018-05-13 09:56:00,0.0,Black,0.19,46.49,0,1,1.0,2
ANSL_55202,2017-05-12 00:00:00,2018-06-04 14:47:00,2.0,Sable,0.26,47.97,13,9,1.0,2
ANSL_68354,2016-11-18 00:00:00,2016-12-10 16:26:00,,Black Smoke,0.15,28.2,13,9,2.0,1
ANSL_76639,2019-01-12 00:00:00,2019-05-08 10:56:00,2.0,Black,0.64,30.4,0,1,0.0,1
ANSL_52371,2017-04-20 00:00:00,2017-07-15 08:41:00,0.0,Red Tick,0.94,11.61,7,1,1.0,2
ANSL_66003,2015-05-30 00:00:00,2017-04-27 12:23:00,0.0,Black,0.45,31.08,13,9,1.0,2
ANSL_74495,2017-03-03 00:00:00,2018-05-03 14:42:00,1.0,Brown,0.5,14.12,13,9,0.0,2
ANSL_58184,2017-11-04 00:00:00,2018-11-25 13:46:00,,Gray,0.65,32.66,15,4,2.0,4
ANSL_67284,2014-02-25 00:00:00,2017-02-15 11:37:00,1.0,Tan,0.3,13.37,0,7,0.0,2
ANSL_54016,2015-06-20 00:00:00,2018-11-08 15:13:00,0.0,White,0.12,11.45,0,1,1.0,1
ANSL_58025,2016-03-15 00:00:00,2018-04-12 13:55:00,0.0,White,0.66,31.92,0,7,1.0,2
ANSL_70396,2009-11-26 00:00:00,2019-03-19 14:17:00,1.0,Brown,0.17,44.54,0,7,0.0,2
ANSL_66880,2015-08-04 00:00:00,2016-08-25 13:13:00,,Brown,0.52,11.01,18,4,2.0,0
ANSL_54446,2017-06-01 00:00:00,2019-04-01 10:58:00,1.0,Brown Tabby,0.2,17.59,7,1,0.0,1
ANSL_58622,2008-08-26 00:00:00,2016-09-26 16:43:00,0.0,Black,0.82,40.53,0,7,1.0,2
ANSL_53304,2016-01-23 00:00:00,2017-12-18 11:07:00,1.0,Black,0.76,6.23,13,9,0.0,2
ANSL_76405,2012-03-20 00:00:00,2019-05-02 16:00:00,0.0,Black,0.83,13.4,13,9,1.0,2
ANSL_59764,2007-08-17 00:00:00,2018-09-07 15:33:00,0.0,Red,0.05,23.88,0,7,1.0,2
ANSL_54670,2017-01-25 00:00:00,2017-04-18 18:00:00,0.0,Brown,0.27,42.58,7,1,1.0,2
ANSL_63777,2015-09-01 00:00:00,2017-09-23 09:14:00,,Brown,0.09,31.55,15,4,2.0,4
ANSL_68357,2015-10-17 00:00:00,2017-11-11 19:01:00,0.0,Black,0.91,39.35,0,1,1.0,2
ANSL_62412,2016-01-14 00:00:00,2017-02-17 13:02:00,1.0,White,0.17,24.69,13,9,0.0,2
ANSL_65394,2017-01-17 00:00:00,2018-02-08 09:00:00,2.0,Brown Tabby,0.04,13.09,16,9,1.0,1
ANSL_57776,2015-04-09 00:00:00,2017-05-10 15:36:00,1.0,White,0.76,26.43,0,7,0.0,2
ANSL_59543,2011-10-23 00:00:00,2018-05-20 13:42:00,1.0,Black,0.18,40.74,0,1,0.0,2
ANSL_61386,2016-01-11 00:00:00,2017-07-27 17:29:00,1.0,Brown,0.53,35.44,13,9,0.0,2
ANSL_52165,2016-06-19 00:00:00,2016-09-11 18:51:00,1.0,Brown Tabby,0.79,15.98,0,1,0.0,1
ANSL_69976,2016-12-21 00:00:00,2017-02-11 10:38:00,,Brown,0.4,9.86,15,4,2.0,4
ANSL_65831,2014-01-23 00:00:00,2018-02-24 18:24:00,0.0,White,0.84,8.65,0,7,1.0,2
ANSL_65790,2013-07-01 00:00:00,2016-09-09 14:21:00,1.0,Lynx Point,0.55,21.56,0,1,0.0,1
ANSL_75842,2018-03-23 00:00:00,2019-04-19 08:48:00,2.0,Black,0.0,17.44,18,4,1.0,1
ANSL_61973,2011-09-16 00:00:00,2017-08-31 14:00:00,0.0,White,0.97,46.06,13,9,1.0,2
ANSL_53905,2017-12-30 00:00:00,2018-05-20 18:14:00,2.0,Tan,0.37,31.75,0,7,0.0,2
ANSL_53675,2017-06-22 00:00:00,2017-12-06 16:18:00,1.0,Cream Tabby,0.6,39.37,0,1,0.0,1
ANSL_76595,2018-04-01 00:00:00,2019-05-06 18:18:00,0.0,Brown Tabby,0.4,30.86,0,1,1.0,1
ANSL_73001,2013-11-26 00:00:00,2018-01-05 00:00:00,1.0,Black,0.88,40.16,13,9,0.0,2
ANSL_63966,2014-09-04 00:00:00,2019-02-20 17:57:00,0.0,White,0.29,38.22,7,1,1.0,2
ANSL_74704,2015-08-07 00:00:00,2017-08-29 13:23:00,2.0,Tan,0.24,45.67,13,9,1.0,2
ANSL_70587,2007-12-16 00:00:00,2018-01-09 13:17:00,1.0,Brown Brindle,0.06,30.49,13,9,0.0,2
ANSL_55810,2017-04-24 00:00:00,2017-07-16 18:36:00,2.0,Blue,0.21,24.14,13,9,1.0,1
ANSL_65429,2017-07-31 00:00:00,2017-09-05 19:10:00,2.0,Brown Brindle,0.27,32.12,8,2,1.0,2
ANSL_54512,2017-08-22 00:00:00,2017-10-04 15:24:00,2.0,Black,0.34,43.46,13,9,0.0,1
ANSL_70715,2017-12-17 00:00:00,2019-01-09 18:47:00,2.0,Gray Tabby,0.85,12.53,17,9,1.0,1
ANSL_57555,2016-10-23 00:00:00,2017-01-17 19:08:00,1.0,Brown Merle,0.65,43.29,0,1,0.0,2
ANSL_62619,2017-01-20 00:00:00,2017-02-19 00:00:00,,Orange,0.02,25.53,13,9,2.0,1
ANSL_51068,2017-11-16 00:00:00,2018-02-16 13:40:00,2.0,Black,0.0,43.3,0,1,1.0,1
ANSL_55906,2013-04-16 00:00:00,2018-05-09 00:00:00,0.0,Cream,0.39,30.17,12,1,1.0,2
ANSL_72274,2017-02-08 00:00:00,2018-04-29 19:06:00,1.0,Black,0.5,46.0,0,1,0.0,2
ANSL_75756,2018-10-13 00:00:00,2019-03-20 18:24:00,1.0,Black,0.66,15.97,0,1,0.0,1
ANSL_53236,2016-05-22 00:00:00,2018-09-26 11:50:00,1.0,Black,0.62,23.17,0,1,0.0,1
ANSL_65708,2006-08-21 00:00:00,2017-09-19 18:25:00,0.0,White,0.93,11.42,13,9,1.0,2
ANSL_67132,2014-12-06 00:00:00,2018-12-30 13:24:00,1.0,White,0.34,26.47,0,7,0.0,2
ANSL_56241,2009-04-04 00:00:00,2018-04-25 13:15:00,1.0,Black,0.58,48.99,0,7,0.0,2
ANSL_59035,2011-04-20 00:00:00,2017-05-10 16:27:00,0.0,Black,0.08,26.16,0,7,1.0,2
ANSL_54405,2016-09-05 00:00:00,2018-09-30 16:11:00,0.0,Black,0.73,32.71,0,1,1.0,2
ANSL_65976,2017-08-20 00:00:00,2018-09-20 13:47:00,1.0,Orange Tabby,0.51,37.43,13,9,0.0,1
ANSL_60350,2014-10-06 00:00:00,2017-11-08 12:05:00,1.0,Brown Brindle,0.84,16.06,0,7,0.0,2
ANSL_76528,2018-04-12 00:00:00,2019-05-04 17:54:00,2.0,Black,0.72,21.82,0,7,1.0,2
ANSL_63487,2016-06-18 00:00:00,2017-09-10 15:39:00,1.0,Brown,0.28,21.36,13,9,0.0,2
ANSL_52753,2018-03-20 00:00:00,2018-08-14 19:03:00,0.0,Blue,0.32,32.34,0,1,1.0,2
ANSL_55764,2007-07-15 00:00:00,2016-08-16 12:38:00,1.0,Yellow,0.72,12.98,0,7,0.0,2
ANSL_64354,2014-08-31 00:00:00,2016-09-21 14:02:00,0.0,White,0.38,27.01,0,7,1.0,2
ANSL_58947,2015-08-22 00:00:00,2016-11-11 17:48:00,0.0,Black,0.1,32.03,7,1,1.0,1
ANSL_55860,2008-02-17 00:00:00,2017-01-05 14:05:00,0.0,Black,0.07,41.86,0,1,1.0,2
ANSL_75075,2017-12-23 00:00:00,2019-03-10 12:37:00,1.0,Fawn,0.79,13.56,13,9,0.0,2
ANSL_74684,2018-04-17 00:00:00,2018-12-14 17:42:00,0.0,Brown Tabby,0.39,32.72,0,1,1.0,1
ANSL_57949,2015-10-14 00:00:00,2016-11-04 09:00:00,2.0,Brown Tabby,0.49,34.09,16,9,1.0,1
ANSL_75767,2014-12-12 00:00:00,2019-04-17 13:10:00,1.0,Black,0.33,18.68,0,7,0.0,2
ANSL_63131,2017-12-19 00:00:00,2018-03-04 13:50:00,1.0,Tricolor,0.06,47.63,0,1,0.0,2
ANSL_66923,2013-01-05 00:00:00,2018-09-30 17:15:00,1.0,Blue,0.21,26.2,0,7,0.0,2
ANSL_60410,2015-06-04 00:00:00,2017-05-17 00:00:00,1.0,Orange Tabby,0.11,33.78,13,9,0.0,1
ANSL_73854,2018-02-07 00:00:00,2018-06-28 14:23:00,2.0,Yellow,0.77,18.76,0,7,0.0,2
ANSL_59887,2017-12-16 00:00:00,2018-09-29 17:05:00,1.0,White,0.29,40.78,0,1,0.0,1
ANSL_75831,2016-12-29 00:00:00,2019-04-18 18:16:00,2.0,Tan,0.72,20.08,0,7,1.0,2
ANSL_69855,2016-11-17 00:00:00,2017-02-23 13:42:00,2.0,Brown Tabby,0.94,17.9,13,9,0.0,1
ANSL_59273,2014-09-18 00:00:00,2018-10-10 16:20:00,0.0,Black,0.09,8.29,0,1,1.0,2
ANSL_52622,2018-08-25 00:00:00,2018-09-27 12:51:00,2.0,Brown Brindle,0.19,9.12,0,7,0.0,2
ANSL_69189,2017-10-02 00:00:00,2018-01-26 17:29:00,0.0,Brown,0.39,28.88,0,1,1.0,2
ANSL_65569,2016-03-25 00:00:00,2016-10-16 09:00:00,,Seal Point,0.8,15.91,16,9,2.0,1
ANSL_70452,2017-02-09 00:00:00,2019-03-10 16:36:00,1.0,Brown,0.83,39.75,0,1,0.0,2
ANSL_61777,2017-07-12 00:00:00,2018-01-25 12:59:00,1.0,Black,0.09,9.2,0,1,0.0,1
ANSL_67556,2018-02-16 00:00:00,2018-07-25 15:25:00,1.0,White,0.99,14.53,7,1,0.0,2
ANSL_72861,2017-06-05 00:00:00,2017-08-25 17:48:00,0.0,Tortie,0.63,30.27,0,1,1.0,1
ANSL_62138,2013-12-20 00:00:00,2018-01-09 17:33:00,0.0,White,0.16,26.24,0,7,1.0,2
ANSL_64307,2017-10-18 00:00:00,2017-11-29 16:28:00,,Blue,0.64,5.24,13,9,2.0,1
ANSL_70457,2017-06-04 00:00:00,2018-04-25 15:57:00,1.0,Black,0.87,16.62,0,1,0.0,2
ANSL_56692,2007-12-02 00:00:00,2018-12-28 11:51:00,1.0,Gray,0.77,22.42,13,9,0.0,2
ANSL_53488,2017-05-06 00:00:00,2018-09-05 17:40:00,0.0,White,0.66,32.07,0,1,1.0,2
ANSL_71847,2017-05-16 00:00:00,2017-07-26 11:46:00,2.0,Black,0.27,34.11,13,9,1.0,2
ANSL_63095,2007-07-19 00:00:00,2017-08-11 14:59:00,2.0,Black Tabby,0.23,15.77,13,9,0.0,1
ANSL_59107,2007-11-11 00:00:00,2017-10-31 11:52:00,1.0,Black,0.36,48.64,0,1,0.0,2
ANSL_68291,2016-04-12 00:00:00,2017-07-13 18:14:00,0.0,White,0.0,37.61,0,1,1.0,2
ANSL_62287,2017-04-12 00:00:00,2018-05-04 17:30:00,2.0,White,0.85,7.86,0,7,0.0,2
ANSL_58046,2016-10-23 00:00:00,2018-01-29 10:25:00,0.0,Black,0.74,9.99,7,1,1.0,1
ANSL_69349,2012-12-25 00:00:00,2016-07-25 18:55:00,0.0,Brown Brindle,0.13,7.97,0,7,1.0,2
ANSL_50604,2017-05-02 00:00:00,2017-07-26 16:56:00,0.0,Black,0.73,40.37,0,1,1.0,2
ANSL_62112,2018-07-04 00:00:00,2018-12-13 17:38:00,1.0,Brown,0.51,18.51,0,7,0.0,2
ANSL_65638,2010-05-21 00:00:00,2018-03-05 12:50:00,0.0,Sable,0.96,37.66,13,9,1.0,2
ANSL_61258,2004-08-07 00:00:00,2017-08-28 13:21:00,1.0,Yellow,0.88,42.0,0,7,0.0,2
ANSL_74836,2016-04-29 00:00:00,2017-06-16 11:35:00,0.0,Brown,0.27,12.47,0,1,1.0,2
ANSL_56879,2015-03-07 00:00:00,2019-03-29 18:27:00,2.0,Orange Tabby,0.28,37.23,17,9,0.0,1
ANSL_76047,2014-12-21 00:00:00,2019-04-24 15:12:00,1.0,Black,0.28,31.91,0,1,0.0,2
ANSL_67586,2018-06-01 00:00:00,2018-06-28 17:32:00,,Cream Tabby,0.77,9.98,13,9,2.0,1
ANSL_59518,2016-07-08 00:00:00,2016-11-01 17:16:00,0.0,Black,0.51,23.82,0,1,1.0,2
ANSL_74609,2016-07-27 00:00:00,2018-08-27 18:46:00,2.0,Brown Tabby,1.0,37.07,13,9,1.0,1
ANSL_65575,2015-04-15 00:00:00,2017-08-02 16:01:00,0.0,Brown,0.19,44.09,0,7,1.0,2
ANSL_66565,2010-12-10 00:00:00,2018-09-25 13:28:00,1.0,Blue,0.5,32.53,0,7,0.0,2
ANSL_58050,2012-01-08 00:00:00,2018-02-02 00:00:00,1.0,White,0.76,9.38,13,9,0.0,2
ANSL_70407,2008-11-21 00:00:00,2018-12-11 21:52:00,0.0,Black,0.45,15.17,9,2,1.0,1
ANSL_60089,2013-12-05 00:00:00,2016-11-14 17:27:00,1.0,Brown,0.06,7.33,0,7,0.0,2
ANSL_69743,2015-06-16 00:00:00,2017-07-17 00:00:00,2.0,Black,0.34,45.52,13,9,1.0,2
ANSL_53496,2013-01-17 00:00:00,2018-02-22 17:14:00,0.0,White,0.14,5.94,0,7,1.0,2
ANSL_63360,2017-05-05 00:00:00,2018-05-26 09:00:00,,Blue Tabby,0.56,16.88,16,9,2.0,1
ANSL_65306,2016-11-18 00:00:00,2017-01-22 12:19:00,2.0,Tan,0.86,6.75,13,9,1.0,2
ANSL_55286,2015-12-03 00:00:00,2019-02-09 16:31:00,0.0,Black Smoke,0.8,11.56,0,1,1.0,1
ANSL_58529,2017-07-13 00:00:00,2018-08-07 14:30:00,0.0,Gray Tabby,0.15,22.53,17,9,1.0,1
ANSL_66033,2018-07-31 00:00:00,2018-09-19 00:00:00,2.0,Brown Tabby,0.6,25.08,13,9,0.0,1
ANSL_71289,2006-05-11 00:00:00,2018-06-02 13:11:00,0.0,Black,0.48,21.11,13,9,1.0,1
ANSL_71961,2014-05-03 00:00:00,2017-05-30 11:05:00,2.0,White,0.97,7.8,13,9,1.0,2
ANSL_69709,2017-11-05 00:00:00,2018-11-26 11:08:00,,Brown,0.9,10.61,18,4,2.0,4
ANSL_73643,2014-07-01 00:00:00,2017-09-18 15:11:00,1.0,Fawn,0.05,49.1,0,1,0.0,2
ANSL_51023,2017-07-10 00:00:00,2017-11-06 18:33:00,1.0,Lilac Point,0.23,47.83,0,1,0.0,1
ANSL_72959,2014-12-31 00:00:00,2018-01-23 13:42:00,2.0,Blue,0.26,38.86,0,7,1.0,2
ANSL_75277,2017-02-09 00:00:00,2019-04-05 17:41:00,1.0,White,0.35,25.02,0,1,0.0,2
ANSL_50743,2017-10-26 00:00:00,2018-06-23 16:16:00,1.0,Black,0.55,15.44,13,9,0.0,2
ANSL_74129,2018-04-21 00:00:00,2018-11-11 12:33:00,,Brown,0.77,43.15,0,3,2.0,4
ANSL_59271,2018-01-04 00:00:00,2018-05-02 14:05:00,1.0,Black,0.25,32.81,0,1,0.0,1
ANSL_54020,2008-07-17 00:00:00,2017-02-10 11:13:00,1.0,Tan,0.98,47.53,0,7,0.0,2
ANSL_58161,2016-10-04 00:00:00,2017-01-01 17:12:00,1.0,Blue,0.2,40.6,0,1,0.0,1
ANSL_57902,2014-06-19 00:00:00,2017-07-20 11:23:00,1.0,Brown,0.81,20.69,0,7,0.0,2
ANSL_75321,2014-03-04 00:00:00,2019-04-06 16:05:00,0.0,Brown Tabby,0.76,35.6,0,1,1.0,1
ANSL_57882,2017-01-09 00:00:00,2018-02-03 13:11:00,,Gray,0.86,35.39,0,7,2.0,0
ANSL_72896,2009-06-12 00:00:00,2018-07-03 11:54:00,0.0,Black,0.26,8.88,0,7,1.0,2
ANSL_60889,2017-01-25 00:00:00,2017-05-24 14:07:00,1.0,White,0.91,16.52,0,1,0.0,2
ANSL_71598,2016-11-11 00:00:00,2016-12-16 13:42:00,2.0,Brown Tabby,0.58,18.16,13,9,0.0,1
ANSL_63350,2016-05-04 00:00:00,2016-10-12 09:00:00,2.0,Blue,0.27,17.37,16,9,1.0,1
ANSL_70627,2016-11-21 00:00:00,2019-01-13 13:34:00,2.0,Orange,0.82,40.41,13,9,0.0,4
ANSL_50292,2017-08-11 00:00:00,2018-09-20 10:54:00,1.0,Orange Tabby,0.81,11.05,13,9,0.0,1
ANSL_72534,2017-12-16 00:00:00,2018-01-13 16:22:00,,Tortie,0.61,35.8,13,9,2.0,1
ANSL_70860,2016-11-27 00:00:00,2017-03-04 13:41:00,1.0,Blue Smoke,0.58,37.95,0,1,0.0,1
