Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2014-09-15,1.9,1.9,1.9,1.9,1.89992498125,6665.0,119.0,12663.0,6665.0,100.0,0.0,0.0
2014-09-12,1.99,1.99,1.99,1.99,1.98999046711,2098.0,28.0,4175.0,2098.0,100.0,0.0,0.0
2014-09-11,2.09,2.09,2.09,2.09,2.08571428571,210.0,6.0,438.0,210.0,100.0,0.0,0.0
2014-09-09,1.99,2.19,1.99,2.19,2.04,800.0,46.0,1632.0,800.0,100.0,0.2,0.2
2014-09-04,2.09,2.29,2.09,2.09,2.09022163036,21026.0,12.0,43949.0,21026.0,100.0,0.2,0.0
2014-09-02,2.04,2.19,2.04,2.19,2.04365853659,20500.0,8.0,41895.0,20500.0,100.0,0.15,0.15
2014-08-28,2.18,2.18,2.14,2.14,2.13986013986,1001.0,4.0,2142.0,1001.0,100.0,0.04,-0.04
2014-08-27,2.12,2.12,2.09,2.09,2.08955223881,201.0,4.0,420.0,201.0,100.0,0.03,-0.03
2014-08-26,2.02,2.02,2.02,2.02,2.02,500.0,2.0,1010.0,500.0,100.0,0.0,0.0
2014-08-25,2.03,2.12,2.03,2.12,2.048,500.0,4.0,1024.0,500.0,100.0,0.09,0.09
2014-08-22,2.2,2.2,2.03,2.03,2.06762067763,63102.0,18.0,130471.0,63102.0,100.0,0.17,-0.17
2014-08-21,1.95,2.13,1.95,2.13,1.95625,160.0,6.0,313.0,160.0,100.0,0.18,0.18
2014-08-20,2.24,2.25,2.05,2.05,2.05450094396,48201.0,38.0,99029.0,48201.0,100.0,0.2,-0.19
2014-08-19,1.97,2.15,1.97,2.15,1.97619047619,210.0,4.0,415.0,210.0,100.0,0.18,0.18
2014-08-18,1.98,2.07,1.98,2.07,2.06028015195,42120.0,18.0,86779.0,42120.0,100.0,0.09,0.09
2014-08-14,1.98,1.98,1.98,1.98,1.98,8300.0,14.0,16434.0,8300.0,100.0,0.0,0.0
2014-08-13,2.0,2.06,2.0,2.06,2.05507312614,43760.0,30.0,89930.0,43760.0,100.0,0.06,0.06
2014-08-12,2.0,2.09,2.0,2.05,2.03652173913,2300.0,16.0,4684.0,2300.0,100.0,0.09,0.05
2014-08-11,2.17,2.17,2.0,2.1,2.05833138895,30001.0,10.0,61752.0,30001.0,100.0,0.17,-0.07
2014-08-08,2.07,2.07,2.07,2.07,2.0,11.0,4.0,22.0,11.0,100.0,0.0,0.0
2014-08-07,2.05,2.05,1.9,2.02,2.03365326206,41155.0,51.0,83695.0,41155.0,100.0,0.15,-0.03
2014-08-06,1.99,2.0,1.88,2.0,1.9584869451,19801.0,54.0,38780.0,19801.0,100.0,0.12,0.01
2014-08-05,1.8,1.91,1.8,1.91,1.89771894789,99647.0,108.0,189102.0,99647.0,100.0,0.11,0.11
2014-08-04,1.7,1.84,1.7,1.82,1.70779220779,616.0,184.0,1052.0,616.0,100.0,0.14,0.12
2014-08-01,1.76,1.76,1.6,1.76,1.75488091245,59620.0,66.0,104626.0,59620.0,100.0,0.16,0.0
2014-07-31,1.68,1.68,1.52,1.68,1.64278676988,14210.0,68.0,23344.0,14210.0,100.0,0.16,0.0
2014-07-30,1.48,1.6,1.48,1.6,1.49595708454,140369.0,315.0,209986.0,140369.0,100.0,0.12,0.12
2014-07-28,1.55,1.55,1.55,1.55,1.54908675799,876.0,8.0,1357.0,876.0,100.0,0.0,0.0
2014-07-25,1.63,1.75,1.63,1.63,1.74822660099,40600.0,16.0,70978.0,40600.0,100.0,0.12,0.0
2014-07-24,1.56,1.71,1.56,1.71,1.56254237288,5900.0,14.0,9219.0,5900.0,100.0,0.15,0.15
2014-07-23,1.78,1.78,1.64,1.64,1.731744,62500.0,33.0,108234.0,62500.0,100.0,0.14,-0.14
2014-07-22,1.72,1.72,1.72,1.72,1.72,100.0,2.0,172.0,100.0,100.0,0.0,0.0
2014-07-21,1.68,1.84,1.68,1.81,1.82342150171,23440.0,90.0,42741.0,23440.0,100.0,0.16,0.13
2014-07-18,1.6,1.76,1.6,1.76,1.72598425197,19050.0,26.0,32880.0,19050.0,100.0,0.16,0.16
2014-07-17,1.68,1.68,1.68,1.68,1.68,1100.0,12.0,1848.0,1100.0,100.0,0.0,0.0
2014-07-16,1.76,1.76,1.76,1.76,1.76,7300.0,30.0,12848.0,7300.0,100.0,0.0,0.0
2014-07-15,1.85,1.85,1.85,1.85,1.85,33000.0,73.0,61050.0,33000.0,100.0,0.0,0.0
2014-07-14,1.94,1.94,1.94,1.94,1.94,1000.0,45.0,1940.0,1000.0,100.0,0.0,0.0
2014-07-11,1.86,2.04,1.86,2.04,1.86094835397,16555.0,440.0,30808.0,16555.0,100.0,0.18,0.18
2014-07-10,1.95,1.95,1.95,1.95,1.95,200.0,9.0,390.0,200.0,100.0,0.0,0.0
2014-07-09,2.05,2.05,2.05,2.05,2.0495049505,505.0,150.0,1035.0,505.0,100.0,0.0,0.0
2014-07-08,2.15,2.37,2.15,2.15,2.17351351351,1850.0,14.0,4021.0,1850.0,100.0,0.22,0.0
2014-07-07,2.26,2.26,2.26,2.26,2.26,500.0,2.0,1130.0,500.0,100.0,0.0,0.0
2014-07-03,2.38,2.38,2.37,2.37,2.37995024876,20100.0,12.0,47837.0,20100.0,100.0,0.01,-0.01
2014-07-02,2.34,2.34,2.34,2.34,2.34,500.0,2.0,1170.0,500.0,100.0,0.0,0.0
2014-07-01,2.11,2.28,2.11,2.28,2.263,1000.0,4.0,2263.0,1000.0,100.0,0.17,0.17
2014-06-30,2.24,2.24,2.22,2.22,2.22095238095,21000.0,8.0,46640.0,21000.0,100.0,0.02,-0.02
2014-06-27,2.12,2.3,2.12,2.29,2.26431372549,1275.0,10.0,2887.0,1275.0,100.0,0.18,0.17
2014-06-26,2.05,2.23,2.05,2.23,2.19949748744,19900.0,73.0,43770.0,19900.0,100.0,0.18,0.18
2014-06-25,2.07,2.14,2.07,2.14,2.13473164713,16210.0,135.0,34604.0,16210.0,100.0,0.07,0.07
2014-06-24,2.17,2.17,2.17,2.17,2.17,700.0,51.0,1519.0,700.0,100.0,0.0,0.0
2014-06-23,2.16,2.16,1.96,2.12,2.06294835007,16728.0,201.0,34509.0,16728.0,100.0,0.2,-0.04
2014-06-20,2.06,2.06,2.06,2.06,2.05922746781,1165.0,41.0,2399.0,1165.0,100.0,0.0,0.0
2014-06-19,2.09,2.16,2.09,2.16,2.1425,8000.0,308.0,17140.0,8000.0,100.0,0.07,0.07
2014-06-18,2.05,2.19,2.05,2.19,2.15789473684,190.0,33.0,410.0,190.0,100.0,0.14,0.14
2014-06-17,2.03,2.17,2.03,2.15,2.14213766088,10722.0,332.0,22968.0,10722.0,100.0,0.14,0.12
2014-06-13,2.08,2.13,2.08,2.13,2.11563218391,17400.0,169.0,36812.0,17400.0,100.0,0.05,0.05
2014-06-12,2.04,2.2,2.04,2.06,2.12073690621,6568.0,315.0,13929.0,6568.0,100.0,0.16,0.02
2014-06-11,2.09,2.3,2.09,2.14,2.18787338386,22430.0,42.0,49074.0,22430.0,100.0,0.21,0.05
2014-06-10,2.18,2.24,2.11,2.2,2.19334710744,24200.0,30.0,53079.0,24200.0,100.0,0.13,0.02
2014-06-09,2.0,2.18,2.0,2.14,2.16024098122,69383.0,46.0,149884.0,69383.0,100.0,0.18,0.14
2014-06-06,2.06,2.16,2.06,2.08,2.08610354223,1835.0,22.0,3828.0,1835.0,100.0,0.1,0.02
2014-06-05,2.11,2.11,1.97,2.06,2.00630713628,14111.0,22.0,28311.0,14111.0,100.0,0.14,-0.05
2014-06-04,2.0,2.12,1.99,2.07,2.08701907051,56999.0,74.0,118958.0,56999.0,100.0,0.13,0.07
2014-06-03,1.92,2.02,1.92,2.02,1.92079207921,2020.0,150.0,3880.0,2020.0,100.0,0.1,0.1
2014-06-02,2.03,2.1,1.92,2.03,2.074704057,8701.0,64.0,18052.0,8701.0,100.0,0.18,0.0
2014-05-30,2.04,2.04,2.03,2.03,2.034,2500.0,4.0,5085.0,2500.0,100.0,0.01,-0.01
2014-05-29,1.96,2.04,1.86,2.04,1.9976891801,34187.0,75.0,68295.0,34187.0,100.0,0.18,0.08
2014-05-28,1.8,1.95,1.79,1.95,1.89845108696,73600.0,23.0,139726.0,73600.0,100.0,0.16,0.15
2014-05-27,1.98,2.06,1.88,1.88,1.9446946284,67950.0,41.0,132142.0,67950.0,100.0,0.18,-0.1
2014-05-26,1.89,1.98,1.8,1.97,1.93973645681,34150.0,55.0,66242.0,34150.0,100.0,0.18,0.08
2014-05-23,1.89,1.99,1.89,1.89,1.93507104361,51025.0,21.0,98737.0,51025.0,100.0,0.1,0.0
2014-05-22,2.15,2.15,1.98,1.98,1.98708333333,7200.0,14.0,14307.0,7200.0,100.0,0.17,-0.17
2014-05-21,2.27,2.27,2.08,2.08,2.0824742268,485.0,4.0,1010.0,485.0,100.0,0.19,-0.19
2014-05-19,2.18,2.18,1.98,2.18,2.1384083045,1156.0,10.0,2472.0,1156.0,100.0,0.2,0.0
2014-05-16,2.12,2.12,2.08,2.08,2.10056074766,5350.0,6.0,11238.0,5350.0,100.0,0.04,-0.04
2014-05-15,2.18,2.18,2.18,2.18,2.1,10.0,2.0,21.0,10.0,100.0,0.0,0.0
2014-05-14,2.05,2.1,2.05,2.1,2.09418604651,1720.0,10.0,3602.0,1720.0,100.0,0.05,0.05
2014-05-13,2.03,2.15,2.03,2.14,2.09724435003,16947.0,31.0,35542.0,16947.0,100.0,0.12,0.11
2014-05-12,2.1,2.13,2.1,2.13,2.12416666667,6000.0,8.0,12745.0,6000.0,100.0,0.03,0.03
2014-05-09,2.11,2.19,1.99,2.1,2.09377828054,8840.0,20.0,18509.0,8840.0,100.0,0.2,-0.01
2014-05-08,2.13,2.13,1.94,2.09,1.95489162273,27312.0,24.0,53392.0,27312.0,100.0,0.19,-0.04
2014-05-07,2.03,2.04,1.87,2.04,1.92497715177,37202.0,28.0,71613.0,37202.0,100.0,0.17,0.01
2014-05-06,1.97,1.97,1.88,1.96,1.88174807198,42401.0,24.0,79788.0,42401.0,100.0,0.09,-0.01
2014-05-05,1.98,1.99,1.97,1.97,1.98898969072,24250.0,23.0,48233.0,24250.0,100.0,0.02,-0.01
2014-05-02,2.1,2.1,1.9,1.9,1.90029910269,1003.0,8.0,1906.0,1003.0,100.0,0.2,-0.2
2014-04-30,2.03,2.03,1.93,2.0,2.01600457274,3499.0,13.0,7054.0,3499.0,100.0,0.1,-0.03
2014-04-29,1.93,1.94,1.93,1.94,1.936,500.0,8.0,968.0,500.0,100.0,0.01,0.01
2014-04-28,1.84,1.85,1.81,1.85,1.82346442775,4526.0,17.0,8253.0,4526.0,100.0,0.04,0.01
2014-04-25,1.77,1.77,1.75,1.77,1.7664921466,955.0,16.0,1687.0,955.0,100.0,0.02,0.0
2014-04-23,1.61,1.69,1.61,1.69,1.68971598292,75418.0,32.0,127435.0,75418.0,100.0,0.08,0.08
2014-04-22,1.62,1.62,1.5,1.61,1.55633896501,45102.0,62.0,70194.0,45102.0,100.0,0.12,-0.01
2014-04-21,1.58,1.58,1.44,1.55,1.52842664689,32364.0,74.0,49466.0,32364.0,100.0,0.14,-0.03
2014-04-17,1.5,1.51,1.5,1.51,1.50627906977,4300.0,18.0,6477.0,4300.0,100.0,0.01,0.01
2014-04-16,1.44,1.44,1.39,1.44,1.43969195757,49214.0,85.0,70853.0,49214.0,100.0,0.05,0.0
2014-04-15,1.39,1.39,1.39,1.39,1.39,4000.0,53.0,5560.0,4000.0,100.0,0.0,0.0
2014-04-11,1.35,1.35,1.29,1.33,1.32921742493,72402.0,33.0,96238.0,72402.0,100.0,0.06,-0.02
2014-04-10,1.23,1.29,1.19,1.29,1.22063795384,6803.0,39.0,8304.0,6803.0,100.0,0.1,0.06
2014-04-09,1.35,1.35,1.23,1.23,1.31276796504,60409.0,71.0,79303.0,120818.0,100.0,0.12,-0.12
2014-04-07,1.35,1.35,1.29,1.29,1.33295292439,3505.0,10.0,4672.0,7010.0,100.0,0.06,-0.06
2014-04-04,1.35,1.36,1.35,1.35,1.34999567298,150219.0,22.0,202795.0,150219.0,100.0,0.01,0.0
2014-04-03,1.44,1.44,1.32,1.36,1.35998546248,5503.0,10.0,7484.0,5503.0,100.0,0.12,-0.08
2014-04-02,1.28,1.38,1.28,1.38,1.36184369124,62223.0,48.0,84738.0,62223.0,100.0,0.1,0.1
2014-04-01,1.35,1.38,1.31,1.34,1.351,3000.0,36.0,4053.0,3000.0,100.0,0.07,-0.01
2014-03-31,1.4,1.4,1.32,1.37,1.36860968074,48550.0,39.0,66446.0,48550.0,100.0,0.08,-0.03
2014-03-28,1.3,1.39,1.29,1.38,1.29237120473,75818.0,35.0,97985.0,75818.0,100.0,0.1,0.08
2014-03-27,1.32,1.43,1.32,1.35,1.36991869919,44526.0,65.0,60997.0,44526.0,100.0,0.11,0.03
2014-03-26,1.39,1.4,1.28,1.38,1.30667705046,73191.0,125.0,95637.0,73191.0,100.0,0.12,-0.01
2014-03-25,1.34,1.47,1.34,1.34,1.36812545587,27420.0,56.0,37514.0,27420.0,100.0,0.13,0.0
2014-03-24,1.32,1.42,1.32,1.41,1.34396398985,41766.0,34.0,56132.0,41766.0,100.0,0.1,0.09
2014-03-22,1.41,1.46,1.34,1.38,1.40004179728,23925.0,130.0,33496.0,23925.0,100.0,0.12,-0.03
2014-03-21,1.4,1.41,1.4,1.4,1.40243902439,20500.0,35.0,28750.0,20500.0,100.0,0.01,0.0
2014-03-20,1.47,1.56,1.47,1.47,1.49777777778,57600.0,238.0,86272.0,57600.0,100.0,0.09,0.0
2014-03-19,1.47,1.61,1.47,1.54,1.53791870531,21256.0,190.0,32690.0,21256.0,100.0,0.14,0.07
2014-03-18,1.57,1.58,1.52,1.54,1.54105263158,950.0,111.0,1464.0,950.0,100.0,0.06,-0.03
2014-03-14,1.57,1.68,1.57,1.59,1.57533039648,6810.0,174.0,10728.0,6810.0,100.0,0.11,0.02
2014-03-13,1.73,1.73,1.6,1.65,1.6500833135,4201.0,24.0,6932.0,4201.0,100.0,0.13,-0.08
2014-03-12,1.61,1.71,1.61,1.68,1.61683501684,17820.0,115.0,28812.0,17820.0,100.0,0.1,0.07
2014-03-11,1.6,1.73,1.59,1.69,1.64693167935,10641.0,170.0,17525.0,10641.0,100.0,0.14,0.09
2014-03-10,1.6,1.75,1.59,1.67,1.61930933407,10917.0,143.0,17678.0,10917.0,100.0,0.16,0.07
2014-03-07,1.6,1.7,1.6,1.67,1.62352257314,5161.0,97.0,8379.0,5161.0,100.0,0.1,0.07
2014-03-06,1.68,1.8,1.68,1.68,1.77651582901,55910.0,140.0,99325.0,55910.0,100.0,0.12,0.0
2014-03-05,1.64,1.8,1.64,1.76,1.74021255645,29451.0,90.0,51251.0,29451.0,100.0,0.16,0.12
2014-03-04,1.81,1.82,1.72,1.72,1.79856279229,8767.0,115.0,15768.0,8767.0,100.0,0.1,-0.09
2014-03-03,1.93,1.93,1.76,1.81,1.81139240506,1580.0,65.0,2862.0,1580.0,100.0,0.17,-0.12
2014-02-28,1.85,1.95,1.85,1.85,1.85018000554,3611.0,89.0,6681.0,3611.0,100.0,0.1,0.0
2014-02-26,1.96,2.05,1.94,1.94,1.94378441032,17255.0,104.0,33540.0,17255.0,100.0,0.11,-0.02
2014-02-25,1.96,2.14,1.96,2.04,1.99359209081,5462.0,102.0,10889.0,5462.0,100.0,0.18,0.08
2014-02-24,2.08,2.08,1.91,2.06,2.02404907975,8150.0,193.0,16496.0,8150.0,100.0,0.17,-0.02
2014-02-21,2.08,2.08,2.0,2.0,2.0,1001.0,2.0,2002.0,1001.0,100.0,0.08,-0.08
2014-02-20,2.1,2.1,2.0,2.08,2.05405405405,222.0,44.0,456.0,222.0,100.0,0.1,-0.02
2014-02-19,1.94,2.1,1.94,2.0,1.94005994006,2002.0,3.0,3884.0,2002.0,100.0,0.16,0.06
2014-02-17,2.04,2.04,2.04,2.04,2.04,500.0,1.0,1020.0,500.0,100.0,0.0,0.0
2014-02-14,1.97,1.99,1.97,1.99,1.96888888889,225.0,2.0,443.0,225.0,100.0,0.02,0.02
2014-02-13,2.0,2.0,2.0,2.0,2.0,3600.0,9.0,7200.0,3600.0,100.0,0.0,0.0
2014-02-12,1.91,2.0,1.91,2.0,1.91600559963,10715.0,56.0,20530.0,10715.0,100.0,0.09,0.09
2014-02-11,2.16,2.16,1.97,2.0,2.01162790698,430.0,35.0,865.0,430.0,100.0,0.19,-0.16
2014-02-10,2.07,2.07,2.07,2.07,2.07,200.0,2.0,414.0,200.0,100.0,0.0,0.0
2014-02-07,2.17,2.17,2.17,2.17,2.0,1.0,1.0,2.0,1.0,100.0,0.0,0.0
2014-02-06,2.15,2.15,2.15,2.15,2.0,5.0,1.0,10.0,5.0,100.0,0.0,0.0
2014-02-05,2.19,2.19,1.99,2.09,2.0,2712.0,58.0,5424.0,2712.0,100.0,0.2,-0.1
2014-02-04,2.1,2.1,2.0,2.09,2.03782323427,2591.0,17.0,5280.0,2591.0,100.0,0.1,-0.01
2014-02-03,2.13,2.13,1.95,2.06,2.00811447518,11461.0,108.0,23015.0,11461.0,100.0,0.18,-0.07
2014-01-31,2.14,2.14,1.96,2.03,1.99239766082,1710.0,54.0,3407.0,1710.0,100.0,0.18,-0.11
2014-01-30,2.06,2.06,2.06,2.06,2.0,10.0,1.0,20.0,10.0,100.0,0.0,0.0
2014-01-29,2.02,2.08,1.92,1.97,1.96426608026,1819.0,91.0,3573.0,1819.0,100.0,0.16,-0.05
2014-01-28,2.02,2.02,2.02,2.02,2.02,50.0,1.0,101.0,50.0,100.0,0.0,0.0
2014-01-27,1.91,2.04,1.88,2.0,1.94762569832,7160.0,72.0,13945.0,7160.0,100.0,0.16,0.09
2014-01-24,1.98,1.99,1.84,1.97,1.95431314164,22501.0,93.0,43974.0,22501.0,100.0,0.15,-0.01
2014-01-23,1.77,1.94,1.77,1.93,1.87665505226,1435.0,11.0,2693.0,1435.0,100.0,0.17,0.16
2014-01-22,1.82,1.86,1.82,1.86,1.84868574994,25642.0,43.0,47404.0,25642.0,100.0,0.04,0.04
2014-01-21,1.66,1.8,1.66,1.78,1.71467592593,21600.0,26.0,37037.0,21600.0,100.0,0.14,0.12
2014-01-20,1.74,1.74,1.74,1.74,1.74,1100.0,2.0,1914.0,1100.0,100.0,0.0,0.0
2014-01-17,1.97,1.97,1.83,1.83,1.86452453322,11515.0,98.0,21470.0,11515.0,100.0,0.14,-0.14
2014-01-16,1.81,1.94,1.8,1.92,1.85314814815,5400.0,63.0,10007.0,5400.0,100.0,0.14,0.11
2014-01-15,1.85,1.96,1.83,1.88,1.88088538736,5331.0,91.0,10027.0,5331.0,100.0,0.13,0.03
2014-01-14,1.84,1.97,1.84,1.9,1.88706192991,8332.0,72.0,15723.0,8332.0,100.0,0.13,0.06
2014-01-13,1.92,1.93,1.9,1.93,1.90466760962,7070.0,16.0,13466.0,7070.0,100.0,0.03,0.01
2014-01-10,1.84,1.84,1.84,1.84,1.8399106478,10744.0,32.0,19768.0,10744.0,100.0,0.0,0.0
2014-01-09,1.78,1.78,1.67,1.76,1.70515009639,18155.0,162.0,30957.0,18155.0,100.0,0.11,-0.02
2014-01-08,1.72,1.72,1.7,1.7,1.71018468951,14944.0,82.0,25557.0,14944.0,100.0,0.02,-0.02
2014-01-07,1.62,1.68,1.55,1.64,1.63232030873,10365.0,191.0,16919.0,10365.0,100.0,0.13,0.02
2014-01-06,1.6,1.65,1.52,1.62,1.58470074371,8471.0,26.0,13424.0,8471.0,100.0,0.13,0.02
2014-01-03,1.58,1.58,1.58,1.58,1.58,6300.0,18.0,9954.0,6300.0,100.0,0.0,0.0
2014-01-02,1.51,1.51,1.51,1.51,1.51,1500.0,3.0,2265.0,1500.0,100.0,0.0,0.0
2014-01-01,1.44,1.44,1.44,1.44,1.44,4750.0,10.0,6840.0,4750.0,100.0,0.0,0.0
2013-12-31,1.39,1.39,1.37,1.38,1.38047633049,3401.0,4.0,4695.0,3401.0,100.0,0.02,-0.01
2013-12-30,1.29,1.34,1.29,1.33,1.29908031882,16310.0,19.0,21188.0,16310.0,100.0,0.05,0.04
2013-12-27,1.29,1.29,1.29,1.29,1.29,12400.0,10.0,15996.0,12400.0,100.0,0.0,0.0
2013-12-26,1.4,1.4,1.35,1.35,1.35581395349,4300.0,8.0,5830.0,4300.0,100.0,0.05,-0.05
2013-12-24,1.34,1.4,1.34,1.38,1.37877211238,1922.0,11.0,2650.0,1922.0,100.0,0.06,0.04
2013-12-23,1.35,1.35,1.35,1.35,1.34912718204,401.0,7.0,541.0,401.0,100.0,0.0,0.0
2013-12-20,1.34,1.34,1.32,1.33,1.33266666667,1500.0,8.0,1999.0,1500.0,100.0,0.02,-0.01
2013-12-19,1.32,1.34,1.26,1.31,1.30953846154,6500.0,15.0,8512.0,6500.0,100.0,0.08,-0.01
2013-12-18,1.25,1.35,1.25,1.31,1.26029306195,47362.0,58.0,59690.0,47362.0,100.0,0.1,0.06
2013-12-17,1.31,1.31,1.31,1.31,1.30845771144,201.0,2.0,263.0,201.0,100.0,0.0,0.0
2013-12-16,1.33,1.33,1.22,1.28,1.27287853577,3606.0,12.0,4590.0,3606.0,100.0,0.11,-0.05
2013-12-13,1.2,1.3,1.2,1.27,1.23046618516,10661.0,19.0,13118.0,10661.0,100.0,0.1,0.07
2013-12-12,1.35,1.35,1.23,1.26,1.2624484222,68101.0,53.0,85974.0,68101.0,100.0,0.12,-0.09
2013-12-11,1.3,1.35,1.29,1.29,1.31409052092,11710.0,18.0,15388.0,11710.0,100.0,0.06,-0.01
2013-12-10,1.3,1.35,1.3,1.35,1.31106808648,3099.0,7.0,4063.0,3099.0,100.0,0.05,0.05
2013-12-09,1.35,1.35,1.26,1.33,1.33045425464,9378.0,13.0,12477.0,9378.0,100.0,0.09,-0.02
2013-12-06,1.3,1.35,1.26,1.29,1.28051851852,13500.0,24.0,17287.0,13500.0,100.0,0.09,-0.01
2013-12-05,1.39,1.4,1.3,1.3,1.30278019114,11510.0,12.0,14995.0,11510.0,100.0,0.1,-0.09
2013-12-04,1.38,1.38,1.26,1.35,1.27481039213,6197.0,23.0,7900.0,6197.0,100.0,0.12,-0.03
2013-12-03,1.33,1.33,1.26,1.32,1.28922213141,28141.0,70.0,36280.0,28141.0,100.0,0.07,-0.01
2013-12-02,1.29,1.29,1.24,1.28,1.27347242921,6710.0,19.0,8545.0,6710.0,100.0,0.05,-0.01
2013-11-29,1.34,1.34,1.22,1.29,1.29982363316,3969.0,23.0,5159.0,3969.0,100.0,0.12,-0.05
2013-11-28,1.32,1.37,1.28,1.28,1.30321878401,6431.0,45.0,8381.0,6431.0,100.0,0.09,-0.04
2013-11-27,1.41,1.41,1.31,1.33,1.33730834753,2935.0,29.0,3925.0,2935.0,100.0,0.1,-0.08
2013-11-26,1.41,1.44,1.35,1.37,1.36743136517,2659.0,13.0,3636.0,2659.0,100.0,0.09,-0.04
2013-11-25,1.44,1.44,1.4,1.41,1.41720891066,13063.0,32.0,18513.0,13063.0,100.0,0.04,-0.03
2013-11-22,1.41,1.41,1.32,1.39,1.36999214454,2546.0,30.0,3488.0,2546.0,100.0,0.09,-0.02
2013-11-21,1.38,1.38,1.36,1.36,1.37635724117,6539.0,21.0,9000.0,6539.0,100.0,0.02,-0.02
2013-11-20,1.35,1.46,1.34,1.43,1.40914245834,11463.0,64.0,16153.0,9462.0,82.54,0.12,0.08
2013-11-19,1.44,1.44,1.33,1.4,1.36748192586,6501.0,26.0,8890.0,6100.0,93.83,0.11,-0.04
2013-11-18,1.35,1.4,1.29,1.38,1.36832639638,19461.0,59.0,26629.0,14650.0,75.28,0.11,0.03
2013-11-14,1.45,1.45,1.34,1.35,1.35656154629,11796.0,34.0,16002.0,8981.0,76.14,0.11,-0.1
2013-11-13,1.33,1.41,1.33,1.4,1.39544479955,24719.0,103.0,34494.0,22500.0,91.02,0.08,0.07
2013-11-12,1.45,1.45,1.34,1.37,1.389261014,18363.0,106.0,25511.0,14433.0,78.6,0.11,-0.08
2013-11-11,1.38,1.39,1.34,1.39,1.38828776137,13678.0,42.0,18989.0,13267.0,97.0,0.05,0.01
2013-11-08,1.33,1.33,1.3,1.33,1.3268880482,28548.0,73.0,37880.0,27031.0,94.69,0.03,0.0
2013-11-07,1.27,1.27,1.27,1.27,1.26992592593,6750.0,17.0,8572.0,6750.0,100.0,0.0,0.0
2013-11-06,1.21,1.21,1.21,1.21,1.20991643454,8975.0,16.0,10859.0,8975.0,100.0,0.0,0.0
2013-11-05,1.16,1.16,1.16,1.16,1.15997211815,34431.0,42.0,39939.0,34030.0,98.84,0.0,0.0
2013-11-03,1.11,1.11,1.11,1.11,1.11,1300.0,7.0,1443.0,1300.0,100.0,0.0,0.0
2013-11-01,1.06,1.06,1.04,1.06,1.05850790151,13605.0,38.0,14401.0,13605.0,100.0,0.02,0.0
2013-10-31,1.0,1.01,0.93,1.01,0.979005052313,100548.0,129.0,98437.0,80105.0,79.67,0.08,0.01
2013-10-30,1.06,1.07,0.97,0.97,0.9865778158,222095.0,225.0,219114.0,127390.0,57.36,0.1,-0.09
2013-10-29,1.09,1.09,0.99,1.02,1.01719593166,80426.0,270.0,81809.0,42506.0,52.85,0.1,-0.07
2013-10-28,1.08,1.09,1.0,1.04,1.02286110765,56209.0,159.0,57494.0,47124.0,83.84,0.09,-0.04
2013-10-25,1.05,1.15,1.05,1.05,1.05336150118,40235.0,130.0,42382.0,29975.0,74.5,0.1,0.0
2013-10-24,1.2,1.2,1.1,1.1,1.12507323798,29015.0,46.0,32644.0,22815.0,78.63,0.1,-0.1
2013-10-23,1.15,1.26,1.15,1.15,1.16107694946,40819.0,89.0,47394.0,28514.0,69.85,0.11,0.0
2013-10-22,1.21,1.3,1.19,1.2,1.21651688425,48181.0,287.0,58613.0,37578.0,77.99,0.11,-0.01
2013-10-21,1.24,1.33,1.22,1.25,1.23691426482,16411.0,188.0,20299.0,13310.0,81.1,0.11,0.01
2013-10-18,1.3,1.4,1.28,1.28,1.28295360553,13299.0,109.0,17062.0,13244.0,99.59,0.12,-0.02
2013-10-17,1.48,1.48,1.34,1.34,1.34217171717,5544.0,48.0,7441.0,5510.0,99.39,0.14,-0.14
2013-10-15,1.43,1.53,1.41,1.41,1.41312335958,3810.0,19.0,5384.0,3507.0,92.05,0.12,-0.02
2013-10-14,1.43,1.55,1.42,1.48,1.43117294424,8841.0,65.0,12653.0,7852.0,88.81,0.13,0.05
2013-10-11,1.55,1.56,1.42,1.49,1.47041015625,20480.0,172.0,30114.0,12196.0,59.55,0.14,-0.06
2013-10-10,1.5,1.5,1.42,1.49,1.47380675204,3436.0,22.0,5064.0,3335.0,97.06,0.08,-0.01
2013-10-09,1.62,1.62,1.49,1.49,1.50589187276,19773.0,531.0,29776.0,15231.0,77.03,0.13,-0.13
2013-10-08,1.69,1.69,1.53,1.56,1.56440262513,12647.0,193.0,19785.0,8073.0,63.83,0.16,-0.13
2013-10-07,1.66,1.66,1.52,1.61,1.58982171067,8862.0,96.0,14089.0,4805.0,54.22,0.14,-0.05
2013-10-04,1.72,1.72,1.56,1.59,1.63120236429,12858.0,125.0,20974.0,10922.0,84.94,0.16,-0.13
2013-10-03,1.75,1.75,1.62,1.64,1.63497453311,1178.0,48.0,1926.0,1155.0,98.05,0.13,-0.11
2013-10-01,1.79,1.79,1.63,1.67,1.63436204514,10855.0,83.0,17741.0,9225.0,84.98,0.16,-0.12
2013-09-30,1.78,1.78,1.64,1.71,1.64485981308,535.0,6.0,880.0,525.0,98.13,0.14,-0.07
2013-09-26,1.77,1.77,1.61,1.72,1.61033797217,503.0,4.0,810.0,502.0,99.8,0.16,-0.05
