Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
BBEPP,"BreitBurn Energy Partners, L.P.","BreitBurn Energy Partners, L.P. - 8.25% Series A Cumulative Redeemable Perpetual Preferred Units",Q,N,N,100
BBGI,"Beasley Broadcast Group, Inc.","Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,N,100
BBLU,"Blue Earth, Inc.","Blue Earth, Inc. - Common Stock",S,N,N,100
BBNK,Bridge Capital Holdings,Bridge Capital Holdings - Common Stock,Q,N,N,100
BBOX,Black Box Corporation,Black Box Corporation - Common Stock,Q,N,N,100
BBP,BioShares Biotechnology Products Fund,BioShares Biotechnology Products Fund,G,N,N,100
BBRG,"Bravo Brio Restaurant Group, Inc.","Bravo Brio Restaurant Group, Inc. - Common Stock",Q,N,N,100
BBRY,BlackBerry Limited,BlackBerry Limited - Common Stock,Q,N,N,100
BBSI,"Barrett Business Services, Inc.","Barrett Business Services, Inc. - Common Stock",Q,N,N,100
BCBP,"BCB Bancorp, Inc. (NJ)","BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100
BCLI,Brainstorm Cell Therapeutics Inc.,Brainstorm Cell Therapeutics Inc. - Common Stock,S,N,N,100
BCOM,B Communications Ltd.,B Communications Ltd. - Ordinary Shares,Q,N,N,100
BCOR,"Blucora, Inc.","Blucora, Inc. - Common Stock",Q,N,N,100
BCOV,Brightcove Inc.,Brightcove Inc. - Common Stock,Q,N,N,100
BCPC,Balchem Corporation,Balchem Corporation - Common Stock,Q,N,N,100
BCRX,"BioCryst Pharmaceuticals, Inc.","BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
BDBD,"Boulder Brands, Inc.","Boulder Brands, Inc. - Common Stock",Q,N,N,100
BDCV,"BDCA Venture, Inc.","BDCA Venture, Inc. - Common Stock",S,N,N,100
BDE,"Black Diamond, Inc.","Black Diamond, Inc. - Common Stock",Q,N,D,100
BDGE,"Bridge Bancorp, Inc.","Bridge Bancorp, Inc. - Common Stock",Q,N,N,100
BDMS,"Birner Dental Management Services, Inc.","Birner Dental Management Services, Inc. - Common Stock",S,N,N,100
BDSI,"BioDelivery Sciences International, Inc.","BioDelivery Sciences International, Inc. - Common Stock",S,N,N,100
BEAT,"BioTelemetry, Inc.","BioTelemetry, Inc. - Common Stock",Q,N,N,100
BEAV,"B/E Aerospace, Inc.","B/E Aerospace, Inc. - Common Stock",Q,N,N,100
BEBE,"bebe stores, inc.","bebe stores, inc. - Common Stock",Q,N,N,100
BECN,"Beacon Roofing Supply, Inc.","Beacon Roofing Supply, Inc. - Common Stock",Q,N,N,100
BELFA,Bel Fuse Inc.,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100
BELFB,Bel Fuse Inc.,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100
BFIN,BankFinancial Corporation,BankFinancial Corporation - Common Stock,Q,N,N,100
BGCP,"BGC Partners, Inc.","BGC Partners, Inc. - Class A Common Stock",Q,N,N,100
BGFV,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods Corporation - Common Stock,Q,N,N,100
BGMD,"BG Medicine, Inc.","BG Medicine, Inc. - Common Stock",S,N,D,100
BHBK,"Blue Hills Bancorp, Inc.","Blue Hills Bancorp, Inc. - Common Stock",Q,N,N,100
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology,G,N,N,100
BICK,First Trust BICK Index Fund,First Trust BICK Index Fund,G,N,N,100
BIDU,"Baidu, Inc.","Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",Q,N,N,100
BIIB,Biogen Idec Inc.,Biogen Idec Inc. - Common Stock,Q,N,N,100
BIND,"BIND Therapeutics, Inc.","BIND Therapeutics, Inc. - Common Stock",Q,N,N,100
BIOC,"Biocept, Inc.","Biocept, Inc. - Common Stock",S,N,N,100
BIOD,Biodel Inc.,Biodel Inc. - Common Stock,S,N,N,100
BIOL,"Biolase, Inc.","Biolase, Inc. - Common Stock",S,N,N,100
BIOS,"BioScrip, Inc.","BioScrip, Inc. - Common Stock",Q,N,N,100
BIRT,Actuate Corporation,Actuate Corporation - Common Stock,Q,N,N,100
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology,G,N,N,100
BJRI,"BJ's Restaurants, Inc.","BJ's Restaurants, Inc. - Common Stock",Q,N,N,100
BKCC,BlackRock Kelso Capital Corporation,BlackRock Kelso Capital Corporation - Common Stock,Q,N,N,100
BKEP,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests",G,N,N,100
BKEPP,"Blueknight Energy Partners L.P., L.L.C.","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",G,N,N,100
BKMU,Bank Mutual Corporation,Bank Mutual Corporation - Common Stock,Q,N,N,100
BKSC,Bank of South Carolina Corp.,Bank of South Carolina Corp. - Common Stock,S,N,N,100
BKYF,The Bank of Kentucky Financial Corp.,The Bank of Kentucky Financial Corp. - Common Stock,Q,N,N,100
BLCM,"Bellicum Pharmaceuticals, Inc.","Bellicum Pharmaceuticals, Inc. - Common Stock",G,N,N,100
BLDP,"Ballard Power Systems, Inc.","Ballard Power Systems, Inc. - Common Shares",G,N,N,100
BLDR,"Builders FirstSource, Inc.","Builders FirstSource, Inc. - Common Stock",Q,N,N,100
BLFS,"BioLife Solutions, Inc.","BioLife Solutions, Inc. - Common Stock",S,N,N,100
BLIN,"Bridgeline Digital, Inc.","Bridgeline Digital, Inc. - Common Stock",S,N,D,100
BLKB,"Blackbaud, Inc.","Blackbaud, Inc. - Common Stock",Q,N,N,100
BLMN,"Bloomin' Brands, Inc.","Bloomin' Brands, Inc. - Common Stock",Q,N,N,100
BLMT,"BSB Bancorp, Inc.","BSB Bancorp, Inc. - Common Stock",S,N,N,100
BLRX,BioLineRx Ltd.,BioLineRx Ltd. - American Depositary Shares,S,N,N,100
BLUE,"bluebird bio, Inc.","bluebird bio, Inc. - Common Stock",Q,N,N,100
BLVD,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Common Stock,S,N,N,100
BLVDU,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Units,S,N,N,100
BLVDW,Boulevard Acquisition Corp.,Boulevard Acquisition Corp. - Warrants,S,N,N,100
BMRC,Bank of Marin Bancorp,Bank of Marin Bancorp - Common Stock,S,N,N,100
BMRN,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100
BMTC,Bryn Mawr Bank Corporation,Bryn Mawr Bank Corporation - Common Stock,Q,N,N,100
BNCL,"Beneficial Mutual Bancorp, Inc.","Beneficial Mutual Bancorp, Inc. - Common Stock",Q,N,N,100
BNCN,BNC Bancorp,BNC Bancorp - Common Stock,S,N,N,100
BNDX,Vanguard Total International Bond ETF,Vanguard Total International Bond ETF,G,N,N,100
BNFT,"Benefitfocus, Inc.","Benefitfocus, Inc. - Common Stock",G,N,N,100
BNSO,"Bonso Electronics International, Inc.","Bonso Electronics International, Inc. - Common Stock",S,N,N,100
BOBE,"Bob Evans Farms, Inc.","Bob Evans Farms, Inc. - Common Stock",Q,N,N,100
BOCH,Bank of Commerce Holdings (CA),Bank of Commerce Holdings (CA) - Common Stock,G,N,N,100
BOFI,"BofI Holding, Inc.","BofI Holding, Inc. - Common Stock",Q,N,N,100
BOKF,BOK Financial Corporation,BOK Financial Corporation - Common Stock,Q,N,N,100
BONA,Bona Film Group Limited,Bona Film Group Limited - American Depositary Shares,Q,N,N,100
BONT,The Bon,"The Bon-Ton Stores, Inc. - Common Stock",Q,N,N,100
BOOM,Dynamic Materials Corporation,Dynamic Materials Corporation - Common Stock,Q,N,N,100
BOSC,B.O.S. Better Online Solutions,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100
BOTA,"Biota Pharmaceuticals, Inc.","Biota Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
BOTJ,"Bank of the James Financial Group, Inc.","Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100
BPFH,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Common Stock",Q,N,N,100
BPFHP,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock, Series D",Q,N,N,100
BPFHW,"Boston Private Financial Holdings, Inc.","Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share",Q,N,N,100
BPOP,"Popular, Inc.","Popular, Inc. - Common Stock",Q,N,N,100
BPOPM,"Popular, Inc.","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100
BPOPN,"Popular, Inc.","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100
BPTH,Bio,"Bio-Path Holdings, Inc. - Common Stock",S,N,N,100
BRCD,"Brocade Communications Systems, Inc.","Brocade Communications Systems, Inc. - Common Stock",Q,N,N,100
BRCM,Broadcom Corporation,Broadcom Corporation - Class A Common Stock,Q,N,N,100
BRDR,"Borderfree, Inc.","Borderfree, Inc. - Common Stock",Q,N,N,100
BREW,"Craft Brew Alliance, Inc.","Craft Brew Alliance, Inc. - Common Stock",Q,N,N,100
BRID,Bridgford Foods Corporation,Bridgford Foods Corporation - Common Stock,G,N,N,100
BRKL,"Brookline Bancorp, Inc.","Brookline Bancorp, Inc. - Common Stock",Q,N,N,100
BRKR,Bruker Corporation,Bruker Corporation - Common Stock,Q,N,N,100
BRKS,"Brooks Automation, Inc.","Brooks Automation, Inc. - Common Stock",Q,N,N,100
BRLI,Bio,"Bio-Reference Laboratories, Inc. - Common Stock",Q,N,D,100
BSDM,BSD Medical Corporation,BSD Medical Corporation - Common Stock,S,N,D,100
BSET,"Bassett Furniture Industries, Incorporated","Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100
BSF,"Bear State Financial, Inc.","Bear State Financial, Inc. - Common Stock",G,N,N,100
BSFT,"BroadSoft, Inc.","BroadSoft, Inc. - Common Stock",Q,N,N,100
BSPM,"Biostar Pharmaceuticals, Inc.","Biostar Pharmaceuticals, Inc. - Common Stock",S,N,N,100
BSQR,BSQUARE Corporation,BSQUARE Corporation - Common Stock,G,N,N,100
BSRR,Sierra Bancorp,Sierra Bancorp - Common Stock,Q,N,N,100
BSTC,BioSpecifics Technologies Corp,BioSpecifics Technologies Corp - Common Stock,G,N,D,100
BTUI,"BTU International, Inc.","BTU International, Inc. - Common Stock",G,N,N,100
BUR,Burcon NutraScience Corp,Burcon NutraScience Corp - Ordinary Shares,G,N,N,100
BUSE,First Busey Corporation,First Busey Corporation - Common Stock,Q,N,N,100
BV,"Bazaarvoice, Inc.","Bazaarvoice, Inc. - Common Stock",Q,N,N,100
BVA,Cordia Bancorp Inc.,Cordia Bancorp Inc. - Common Stock,S,N,N,100
BVSN,"BroadVision, Inc.","BroadVision, Inc. - Common Stock",G,N,N,100
BWEN,"Broadwind Energy, Inc.","Broadwind Energy, Inc. - Common Stock",S,N,N,100
BWFG,"Bankwell Financial Group, Inc.","Bankwell Financial Group, Inc. - Common Stock",G,N,N,100
BWINA,"Baldwin & Lyons, Inc.","Baldwin & Lyons, Inc. - Class A (voting) Common Stock",G,N,N,100
BWINB,"Baldwin & Lyons, Inc.","Baldwin & Lyons, Inc. - Class B (nonvoting) Common Stock",G,N,N,100
BWLD,"Buffalo Wild Wings, Inc.","Buffalo Wild Wings, Inc. - Common Stock",Q,N,N,100
BYBK,"Bay Bancorp, Inc.","Bay Bancorp, Inc. - Common Stock",S,N,N,100
BYFC,Broadway Financial Corporation,Broadway Financial Corporation - Common Stock,S,N,N,100
BYLK,Baylake Corp,Baylake Corp - Common Stock,S,N,N,100
CA,CA Inc.,CA Inc. - Common Stock,Q,N,N,100
CAAS,"China Automotive Systems, Inc.","China Automotive Systems, Inc. - Common Stock",S,N,N,100
CAC,Camden National Corporation,Camden National Corporation - Common Stock,Q,N,N,100
CACB,Cascade Bancorp,Cascade Bancorp - Common Stock,S,N,N,100
CACC,Credit Acceptance Corporation,Credit Acceptance Corporation - Common Stock,Q,N,N,100
CACG,Chart Acquisition Corp.,Chart Acquisition Corp. - Common Stock,S,N,D,100
CACGU,Chart Acquisition Corp.,Chart Acquisition Corp. - Units,S,N,D,100
CACGW,Chart Acquisition Corp.,Chart Acquisition Corp. - Warrants,S,N,D,100
CACH,"Cache, Inc.","Cache, Inc. - Common Stock",Q,N,D,100
CACQ,Caesars Acquisition Company,Caesars Acquisition Company - Class A Common Stock,Q,N,N,100
CADC,"China Advanced Construction Materials Group, Inc.","China Advanced Construction Materials Group, Inc. - Common Stock",S,N,N,100
CADT,DT Asia Investments Limited,DT Asia Investments Limited - Ordinary Shares,S,N,N,100
CADTR,DT Asia Investments Limited,DT Asia Investments Limited - Right,S,N,N,100
CADTU,DT Asia Investments Limited,DT Asia Investments Limited - Unit,S,N,N,100
CADTW,DT Asia Investments Limited,DT Asia Investments Limited - Warrant,S,N,N,100
CAKE,The Cheesecake Factory Incorporated,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100
CALA,"Calithera Biosciences, Inc.","Calithera Biosciences, Inc. - Common Stock",Q,N,N,100
CALD,"Callidus Software, Inc.","Callidus Software, Inc. - Common Stock",G,N,N,100
CALI,China Auto Logistics Inc.,China Auto Logistics Inc. - Common Stock,G,N,D,100
CALL,magicJack VocalTec Ltd,magicJack VocalTec Ltd - Ordinary Shares,G,N,N,100
CALM,Cal,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100
CAMB,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Common Stock,S,N,D,100
CAMBU,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Unit,S,N,D,100
CAMBW,Cambridge Capital Acquisition Corporation,Cambridge Capital Acquisition Corporation - Warrant,S,N,D,100
CAMP,CalAmp Corp.,CalAmp Corp. - Common Stock,Q,N,N,100
CAMT,Camtek Ltd.,Camtek Ltd. - Ordinary Shares,G,N,N,100
CAPN,"Capnia, Inc.","Capnia, Inc. - Common Stock",S,N,N,100
CAPNW,"Capnia, Inc.","Capnia, Inc. - Series A Warrant",S,N,N,100
CAR,"Avis Budget Group, Inc.","Avis Budget Group, Inc. - Common Stock",Q,N,N,100
CARA,"Cara Therapeutics, Inc.","Cara Therapeutics, Inc. - Common Stock",G,N,N,100
CARB,"Carbonite, Inc.","Carbonite, Inc. - Common Stock",G,N,N,100
CARO,Carolina Financial Corporation,Carolina Financial Corporation - Common Stock,S,N,N,100
CART,Carolina Trust Bank,Carolina Trust Bank - Common Stock,S,N,N,100
CARV,"Carver Bancorp, Inc.","Carver Bancorp, Inc. - Common Stock",S,N,N,100
CARZ,First Trust NASDAQ Global Auto Index Fund,First Trust NASDAQ Global Auto Index Fund,G,N,N,100
CASH,"Meta Financial Group, Inc.","Meta Financial Group, Inc. - Common Stock",Q,N,N,100
CASI,"CASI Pharmaceuticals, Inc.","CASI Pharmaceuticals, Inc. - Common Stock",S,N,N,100
CASM,"CAS Medical Systems, Inc.","CAS Medical Systems, Inc. - Common Stock",S,N,N,100
CASS,"Cass Information Systems, Inc","Cass Information Systems, Inc - Common Stock",Q,N,N,100
CASY,"Caseys General Stores, Inc.","Caseys General Stores, Inc. - Common Stock",Q,N,N,100
CATM,"Cardtronics, Inc.","Cardtronics, Inc. - Common Stock",Q,N,N,100
CATY,Cathay General Bancorp,Cathay General Bancorp - Common Stock,Q,N,N,100
CATYW,Cathay General Bancorp,Cathay General Bancorp - Warrant,Q,N,N,100
CAVM,"Cavium, Inc.","Cavium, Inc. - Common Stock",Q,N,N,100
CBAK,"China BAK Battery, Inc.","China BAK Battery, Inc. - Common Stock",G,N,N,100
CBAN,"Colony Bankcorp, Inc.","Colony Bankcorp, Inc. - Common Stock",G,N,N,100
CBAY,CymaBay Therapeutics Inc.,CymaBay Therapeutics Inc. - Common Stock,S,N,N,100
CBDE,CBD Energy Limited,CBD Energy Limited - Ordinary Shares,S,N,K,100
CBF,Capital Bank Financial Corp.,Capital Bank Financial Corp. - Class A Common Stock,Q,N,N,100
CBFV,"CB Financial Services, Inc.","CB Financial Services, Inc. - Common Stock",G,N,N,100
CBIN,"Community Bank Shares of Indiana, Inc.","Community Bank Shares of Indiana, Inc. - Common Stock",S,N,N,100
CBLI,"Cleveland BioLabs, Inc.","Cleveland BioLabs, Inc. - Common Stock",S,N,D,100
CBMG,"Cellular Biomedicine Group, Inc.","Cellular Biomedicine Group, Inc. - Common Stock",S,N,N,100
CBMX,CombiMatrix Corporation,CombiMatrix Corporation - Common Stock,S,N,N,100
CBNJ,"Cape Bancorp, Inc.","Cape Bancorp, Inc. - Common Stock",Q,N,N,100
CBNK,"Chicopee Bancorp, Inc.","Chicopee Bancorp, Inc. - Common Stock",G,N,N,100
CBOE,"CBOE Holdings, Inc.","CBOE Holdings, Inc. - Common Stock",Q,N,N,100
CBPO,"China Biologic Products, Inc.","China Biologic Products, Inc. - Common Stock",Q,N,N,100
CBRL,"Cracker Barrel Old Country Store, Inc.","Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100
CBRX,"Columbia Laboratories, Inc.","Columbia Laboratories, Inc. - Common Stock",S,N,N,100
CBSH,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Common Stock",Q,N,N,100
CBSHP,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,N,N,100
CBST,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Common Stock",Q,N,N,100
CBSTZ,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc. - Contingent Value Right",Q,N,N,100
CCBG,Capital City Bank Group,Capital City Bank Group - Common Stock,Q,N,N,100
CCCL,"China Ceramics Co., Ltd.","China Ceramics Co., Ltd. - Common Stock",G,N,D,100
CCCR,"China Commercial Credit, Inc.","China Commercial Credit, Inc. - Common Stock",S,N,E,100
CCIH,ChinaCache International Holdings Ltd.,ChinaCache International Holdings Ltd. - American Depositary Shares,Q,N,N,100
CCLP,CSI Compressco LP,CSI Compressco LP - common units,Q,N,N,100
CCMP,Cabot Microelectronics Corporation,Cabot Microelectronics Corporation - Common Stock,Q,N,N,100
CCNE,CNB Financial Corporation,CNB Financial Corporation - Common Stock,Q,N,N,100
CCOI,"Cogent Communications Holdings, Inc.","Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100
CCRN,"Cross Country Healthcare, Inc.","Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100
CCUR,Concurrent Computer Corporation,Concurrent Computer Corporation - Common Stock,G,N,N,100
CCXI,"ChemoCentryx, Inc.","ChemoCentryx, Inc. - Common Stock",Q,N,N,100
CDC,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,Compass EMP U S EQ Income 100 Enhanced Volatility Weighted Fund,G,N,N,100
CDK,"CDK Global, Inc.","CDK Global, Inc. - Common Stock",Q,N,N,100
CDNA,"CareDx, Inc.","CareDx, Inc. - Common Stock",G,N,N,100
CDNS,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc. - Common Stock",Q,N,N,100
CDTI,"Clean Diesel Technologies, Inc.","Clean Diesel Technologies, Inc. - Common Stock",S,N,N,100
CDW,CDW Corporation,CDW Corporation - Common Stock,Q,N,N,100
CDXS,"Codexis, Inc.","Codexis, Inc. - Common Stock",Q,N,N,100
CDZI,"Cadiz, Inc.","Cadiz, Inc. - Common Stock",G,N,N,100
CECE,CECO Environmental Corp.,CECO Environmental Corp. - Common Stock,Q,N,N,100
CECO,Career Education Corporation,Career Education Corporation - Common Stock,Q,N,N,100
CELG,Celgene Corporation,Celgene Corporation - Common Stock,Q,N,N,100
CELGZ,Celgene Corporation,Celgene Corporation - Contingent Value Right,G,N,N,100
CEMI,"Chembio Diagnostics, Inc.","Chembio Diagnostics, Inc. - Common Stock",S,N,N,100
CEMP,"Cempra, Inc.","Cempra, Inc. - Common Stock",Q,N,N,100
CENT,Central Garden & Pet Company,Central Garden & Pet Company - Common Stock,Q,N,N,100
CENTA,Central Garden & Pet Company,Central Garden & Pet Company - Class A Common Stock Nonvoting,Q,N,N,100
CENX,Century Aluminum Company,Century Aluminum Company - Common Stock,Q,N,N,100
CERE,"Ceres, Inc.","Ceres, Inc. - Common Stock",S,N,D,100
CERN,Cerner Corporation,Cerner Corporation - Common Stock,Q,N,N,100
CERS,Cerus Corporation,Cerus Corporation - Common Stock,G,N,N,100
CERU,Cerulean Pharma Inc.,Cerulean Pharma Inc. - Common Stock,G,N,N,100
CETV,Central European Media Enterprises Ltd.,Central European Media Enterprises Ltd. - Class A Common Stock,Q,N,N,100
CEVA,"CEVA, Inc.","CEVA, Inc. - Common Stock",Q,N,N,100
CFA,Compass EMP US 500 Volatility Weighted Index ETF,Compass EMP US 500 Volatility Weighted Index ETF,G,N,N,100
CFBK,Central Federal Corporation,Central Federal Corporation - Common Stock,S,N,N,100
CFFI,C&F Financial Corporation,C&F Financial Corporation - Common Stock,Q,N,N,100
CFFN,"Capitol Federal Financial, Inc.","Capitol Federal Financial, Inc. - Common Stock",Q,N,N,100
CFGE,Calamos Focus Growth ETF,Calamos Focus Growth ETF,G,N,N,100
CFNB,California First National Bancorp,California First National Bancorp - Common Stock,G,N,N,100
CFNL,Cardinal Financial Corporation,Cardinal Financial Corporation - Common Stock,Q,N,N,100
CFO,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,Compass EMP US 500 Enhanced Volatility Weighted Index ETF,G,N,N,100
CFRX,ContraFect Corporation,ContraFect Corporation - Common Stock,S,N,N,100
CFRXW,ContraFect Corporation,ContraFect Corporation - Warrant,S,N,N,100
CFRXZ,ContraFect Corporation,ContraFect Corporation - Warrant,S,N,N,100
CG,The Carlyle Group L.P.,The Carlyle Group L.P. - Common Units,Q,N,N,100
CGEN,Compugen Ltd.,Compugen Ltd. - Ordinary Shares,G,N,N,100
CGIX,"Cancer Genetics, Inc.","Cancer Genetics, Inc. - Common Stock",S,N,N,100
CGNX,Cognex Corporation,Cognex Corporation - Common Stock,Q,N,N,100
CGO,Calamos Global Total Return Fund,Calamos Global Total Return Fund - Common Stock,Q,N,N,100
CHCI,"Comstock Holding Companies, Inc.","Comstock Holding Companies, Inc. - Class A Common Stock",S,N,N,100
CHCO,City Holding Company,City Holding Company - Common Stock,Q,N,N,100
CHDN,"Churchill Downs, Incorporated","Churchill Downs, Incorporated - Common Stock",Q,N,N,100
CHEF,"The Chefs' Warehouse, Inc.","The Chefs' Warehouse, Inc. - Common Stock",Q,N,N,100
CHEV,Cheviot Financial Corp,Cheviot Financial Corp - Common Stock,S,N,N,100
